timestamp,component_id,component_type,status,cpu_percent,memory_percent,disk_percent,latency_ms,packet_loss_percent,message_rate_per_sec,last_update_age_sec,clock_offset_ms,battery_level_percent,data_quality,alarm_code,source_mode
2026-07-15T04:00:00.000Z,NEXUS-WEB-01,application,online,30.61,34.78,42.8,10.45,0.003,570,1,4.87,,good,,simulated
2026-07-15T04:00:00.000Z,NEXUS-API-01,api,online,23.16,40.52,45,5.59,0.247,570,1,0.01,,good,,simulated
2026-07-15T04:00:00.000Z,NEXUS-DB-01,database,online,28.87,35.83,47.2,9.78,0.025,570,1,4.64,,good,,simulated
2026-07-15T04:00:00.000Z,NEXUS-EVENT-01,event_bus,online,26.18,38.46,49.4,7.11,0.181,1864,1,1.14,,good,,simulated
2026-07-15T04:10:00.000Z,EDGE-GW-01,edge_gateway,online,30.56,35.39,34,9.67,0.059,574,1,3.47,95.63,good,,simulated
2026-07-15T04:10:00.000Z,EDGE-GW-02,edge_gateway,online,28.42,36.12,36.2,9.78,0.017,574,1,0.02,95.63,good,,simulated
2026-07-15T04:10:00.000Z,PLC-HVAC-01,plc,online,27.19,37.84,38.4,7.66,0.158,574,1,1.49,,good,,simulated
2026-07-15T04:10:00.000Z,DDC-AHU-01,ddc,online,24.42,39.26,40.6,7.06,0.158,574,1,2.14,,good,,simulated
2026-07-15T04:10:00.000Z,NEXUS-WEB-01,application,online,30.19,35.4,42.8,9.85,0.041,574,1,3.97,,good,,simulated
2026-07-15T04:10:00.000Z,NEXUS-API-01,api,online,22.72,40.79,45,5.59,0.241,574,1,0.3,,good,,simulated
2026-07-15T04:10:00.000Z,NEXUS-DB-01,database,online,30.45,34.93,47.2,10.46,0,574,1,5,,good,,simulated
2026-07-15T04:10:00.000Z,NEXUS-EVENT-01,event_bus,online,23.92,40.14,49.4,5.91,0.236,1879,1,0.18,,good,,simulated
2026-07-15T04:20:00.000Z,EDGE-GW-01,edge_gateway,online,27.39,37.87,34,7.74,0.154,578,1,1.65,95.61,good,,simulated
2026-07-15T04:20:00.000Z,EDGE-GW-02,edge_gateway,online,23.88,39.68,36.2,6.9,0.163,578,1,2.08,95.61,good,,simulated
2026-07-15T04:20:00.000Z,PLC-HVAC-01,plc,online,24.18,40.33,38.4,5.64,0.012,578,1,4.39,,good,,simulated
2026-07-15T04:20:00.000Z,DDC-AHU-01,ddc,online,27.12,37.29,40.6,8.88,0.064,578,1,4.08,,good,,simulated
2026-07-15T04:20:00.000Z,NEXUS-WEB-01,application,online,28.47,37,42.8,8.5,0.116,578,1,2.36,,good,,simulated
2026-07-15T04:20:00.000Z,NEXUS-API-01,api,online,23.7,40.03,45,6.46,0.191,578,1,1.42,,good,,simulated
2026-07-15T04:20:00.000Z,NEXUS-DB-01,database,online,30.69,35.1,47.2,10.27,0.019,578,1,4.47,,good,,simulated
2026-07-15T04:20:00.000Z,NEXUS-EVENT-01,event_bus,online,22.88,40.91,49.4,5.52,0.249,1899,1,0.06,,good,,simulated
2026-07-15T04:30:00.000Z,EDGE-GW-01,edge_gateway,online,24.85,39.86,34,6.32,0.221,584,1,0.42,95.6,good,,simulated
2026-07-15T04:30:00.000Z,EDGE-GW-02,edge_gateway,online,27.17,37.48,36.2,8.79,0.075,584,1,3.76,95.6,good,,simulated
2026-07-15T04:30:00.000Z,PLC-HVAC-01,plc,online,28.95,36.94,38.4,8.62,0.114,584,1,2.41,,good,,simulated
2026-07-15T04:30:00.000Z,DDC-AHU-01,ddc,online,30.49,40.92,40.6,6.01,0.209,584,1,1.18,,good,,simulated
2026-07-15T04:30:00.000Z,NEXUS-WEB-01,application,online,25.78,39.31,42.8,6.62,0.215,584,1,0.34,,good,,simulated
2026-07-15T04:30:00.000Z,NEXUS-API-01,api,online,25.97,38.39,45,8.06,0.109,584,1,3.17,,good,,simulated
2026-07-15T04:30:00.000Z,NEXUS-DB-01,database,online,29.57,36.31,47.2,9.24,0.079,584,1,3.15,,good,,simulated
2026-07-15T04:30:00.000Z,NEXUS-EVENT-01,event_bus,online,23.27,40.64,49.4,6.02,0.218,1925,1,0.82,,good,,simulated
2026-07-15T04:40:00.000Z,EDGE-GW-01,edge_gateway,online,23.42,41.02,34,5.65,0.25,592,1,0,95.58,good,,simulated
2026-07-15T04:40:00.000Z,EDGE-GW-02,edge_gateway,online,29.76,35.94,36.2,10.12,0.017,592,1,4.78,95.58,good,,simulated
2026-07-15T04:40:00.000Z,PLC-HVAC-01,plc,online,26.11,39.24,38.4,6.94,0.195,592,1,0.88,,good,,simulated
2026-07-15T04:40:00.000Z,DDC-AHU-01,ddc,online,25.98,38.59,40.6,8.06,0.111,592,1,3.07,,good,,simulated
2026-07-15T04:40:00.000Z,NEXUS-WEB-01,application,online,30.62,35.96,42.8,9.57,0.069,592,1,3.26,,good,,simulated
2026-07-15T04:40:00.000Z,NEXUS-API-01,api,online,29.16,36.18,45,10.11,0.006,592,1,0.24,,good,,simulated
2026-07-15T04:40:00.000Z,NEXUS-DB-01,database,online,27.31,38.39,47.2,7.58,0.168,592,1,1.28,,good,,simulated
2026-07-15T04:40:00.000Z,NEXUS-EVENT-01,event_bus,online,25.05,39.4,49.4,7.33,0.149,1958,1,2.32,,good,,simulated
2026-07-15T04:50:00.000Z,EDGE-GW-01,edge_gateway,online,23.39,41.18,34,5.87,0.234,601,1,0.46,95.57,good,,simulated
2026-07-15T04:50:00.000Z,EDGE-GW-02,edge_gateway,online,31.2,35.34,36.2,10.66,0,601,1,4.96,95.57,good,,simulated
2026-07-15T04:50:00.000Z,PLC-HVAC-01,plc,online,24.19,40.85,38.4,5.92,0.242,601,1,0.08,,good,,simulated
2026-07-15T04:50:00.000Z,DDC-AHU-01,ddc,online,29,36.75,40.6,9.69,0.038,601,1,4.42,,good,,simulated
2026-07-15T04:50:00.000Z,NEXUS-WEB-01,application,online,27.59,38.49,42.8,7.71,0.162,601,1,1.49,,good,,simulated
2026-07-15T04:50:00.000Z,NEXUS-API-01,api,online,24.73,39.83,45,7.25,0.153,601,1,2.27,,good,,simulated
2026-07-15T04:50:00.000Z,NEXUS-DB-01,database,online,24.35,40.98,47.2,10.57,0.023,601,1,4.18,,good,,simulated
2026-07-15T04:50:00.000Z,NEXUS-EVENT-01,event_bus,online,27.93,37.45,49.4,9.23,0.054,1998,1,4.29,,good,,simulated
2026-07-15T05:00:00.000Z,EDGE-GW-01,edge_gateway,online,24.81,40.34,34,6.95,0.177,613,1,1.73,95.55,good,,simulated
2026-07-15T05:00:00.000Z,EDGE-GW-02,edge_gateway,online,31.31,35.84,36.2,10.33,0.028,613,1,4.26,95.55,good,,simulated
2026-07-15T05:00:00.000Z,PLC-HVAC-01,plc,online,23.58,41.52,38.4,5.76,0.246,613,1,0.15,,good,,simulated
2026-07-15T05:00:00.000Z,DDC-AHU-01,ddc,online,31.07,35.76,40.6,10.62,0.002,613,1,4.99,,good,,simulated
2026-07-15T05:00:00.000Z,NEXUS-WEB-01,application,online,25.27,40.51,42.8,6.39,0.226,613,1,0.34,,good,,simulated
2026-07-15T05:00:00.000Z,NEXUS-API-01,api,online,28.09,37.77,45,9.13,0.067,613,1,3.9,,good,,simulated
2026-07-15T05:00:00.000Z,NEXUS-DB-01,database,online,29.25,37.67,47.2,8.6,0.123,613,1,2.23,,good,,simulated
2026-07-15T05:00:00.000Z,NEXUS-EVENT-01,event_bus,online,31.47,41.16,49.4,6.4,0.198,2048,1,1.39,,good,,simulated
2026-07-15T05:10:00.000Z,EDGE-GW-01,edge_gateway,online,27.47,38.69,34,8.71,0.089,627,1,3.57,95.54,good,,simulated
2026-07-15T05:10:00.000Z,EDGE-GW-02,edge_gateway,online,30.1,37.39,36.2,9.21,0.095,627,1,2.81,95.54,good,,simulated
2026-07-15T05:10:00.000Z,PLC-HVAC-01,plc,online,24.43,41.17,38.4,6.49,0.207,627,1,1.07,,good,,simulated
2026-07-15T05:10:00.000Z,DDC-AHU-01,ddc,online,31.86,35.82,40.6,10.71,0.01,627,1,4.68,,good,,simulated
2026-07-15T05:10:00.000Z,NEXUS-WEB-01,application,online,24.11,41.68,42.8,5.84,0.25,627,1,0.01,,good,,simulated
2026-07-15T05:10:00.000Z,NEXUS-API-01,api,online,30.72,36.42,45,10.43,0.013,627,1,4.84,,good,,simulated
2026-07-15T05:10:00.000Z,NEXUS-DB-01,database,online,26.62,40.03,47.2,7.02,0.202,627,1,0.76,,good,,simulated
2026-07-15T05:10:00.000Z,NEXUS-EVENT-01,event_bus,online,27.07,38.97,49.4,8.47,0.103,2109,1,3.24,,good,,simulated
2026-07-15T05:20:00.000Z,EDGE-GW-01,edge_gateway,online,30.98,36.57,34,10.86,0.235,644,1,0.67,95.52,good,,simulated
2026-07-15T05:20:00.000Z,EDGE-GW-02,edge_gateway,online,27.85,39.76,36.2,7.5,0.189,644,1,0.86,95.52,good,,simulated
2026-07-15T05:20:00.000Z,PLC-HVAC-01,plc,online,26.66,39.92,38.4,8,0.131,644,1,2.69,,good,,simulated
2026-07-15T05:20:00.000Z,DDC-AHU-01,ddc,online,31.31,36.98,40.6,9.95,0.061,644,1,3.54,,good,,simulated
2026-07-15T05:20:00.000Z,NEXUS-WEB-01,application,online,24.39,41.86,42.8,6.2,0.23,644,1,0.56,,good,,simulated
2026-07-15T05:20:00.000Z,NEXUS-API-01,api,online,32.19,36.06,45,10.93,0.001,644,1,4.93,,good,,simulated
2026-07-15T05:20:00.000Z,NEXUS-DB-01,database,online,24.98,41.68,47.2,6.13,0.245,644,1,0.05,,good,,simulated
2026-07-15T05:20:00.000Z,NEXUS-EVENT-01,event_bus,online,30.18,37.33,49.4,10.08,0.033,2181,1,4.52,,good,,simulated
2026-07-15T05:30:00.000Z,EDGE-GW-01,edge_gateway,online,36.01,47.67,34,10.69,0.134,1082,1,2.64,95.51,good,,simulated
2026-07-15T05:30:00.000Z,EDGE-GW-02,edge_gateway,online,34.27,43.84,36.2,13.18,0.044,1082,1,3.76,95.51,good,,simulated
2026-07-15T05:30:00.000Z,PLC-HVAC-01,plc,online,39.19,45.3,38.4,12.69,0.032,1082,1,4.72,,good,,simulated
2026-07-15T05:30:00.000Z,DDC-AHU-01,ddc,online,38.81,46.35,40.6,11.13,0.144,1082,1,1.78,,good,,simulated
2026-07-15T05:30:00.000Z,NEXUS-WEB-01,application,online,35.36,48.32,42.8,10.05,0.169,1082,1,1.9,,good,,simulated
2026-07-15T05:30:00.000Z,NEXUS-API-01,api,online,41.57,44.07,45,13.2,0.033,1082,1,4.14,,good,,simulated
2026-07-15T05:30:00.000Z,NEXUS-DB-01,database,online,33.93,49.65,47.2,8.74,0.244,1082,1,0.2,,good,,simulated
2026-07-15T05:30:00.000Z,NEXUS-EVENT-01,event_bus,online,41.54,43.83,49.4,13.63,0.001,4071,1,5,,good,,simulated
2026-07-15T05:40:00.000Z,EDGE-GW-01,edge_gateway,online,39.51,45.92,34,12.54,0.053,1105,1,4.15,95.49,good,,simulated
2026-07-15T05:40:00.000Z,EDGE-GW-02,edge_gateway,online,39.47,46.69,36.2,11.32,0.141,1105,1,1.88,95.49,good,,simulated
2026-07-15T05:40:00.000Z,PLC-HVAC-01,plc,online,35.03,49.18,38.4,9.93,0.178,1105,1,1.79,,good,,simulated
2026-07-15T05:40:00.000Z,DDC-AHU-01,ddc,online,36.29,49.1,40.6,9.27,0.247,1105,1,4.7,,good,,simulated
2026-07-15T05:40:00.000Z,NEXUS-WEB-01,application,online,38.32,46.76,42.8,11.92,0.079,1105,1,3.78,,good,,simulated
2026-07-15T05:40:00.000Z,NEXUS-API-01,api,online,40.43,45.87,45,12.06,0.103,1105,1,2.63,,good,,simulated
2026-07-15T05:40:00.000Z,NEXUS-DB-01,database,online,35.12,49.35,47.2,9.61,0.201,1105,1,1.21,,good,,simulated
2026-07-15T05:40:00.000Z,NEXUS-EVENT-01,event_bus,online,42.39,44.16,49.4,13.68,0.014,4170,1,4.6,,good,,simulated
2026-07-15T05:50:00.000Z,EDGE-GW-01,edge_gateway,online,42.19,44.96,34,13.76,0.007,1131,1,4.93,95.48,good,,simulated
2026-07-15T05:50:00.000Z,EDGE-GW-02,edge_gateway,online,37.26,49.13,36.2,9.94,0.214,1131,1,0.55,95.48,good,,simulated
2026-07-15T05:50:00.000Z,PLC-HVAC-01,plc,online,38.84,47.28,38.4,12.01,0.086,1131,1,3.55,,good,,simulated
2026-07-15T05:50:00.000Z,DDC-AHU-01,ddc,online,41.51,46.08,40.6,12.35,0.1,1131,1,2.67,,good,,simulated
2026-07-15T05:50:00.000Z,NEXUS-WEB-01,application,online,42.09,44.78,42.8,9.16,0.224,1131,1,0.88,,good,,simulated
2026-07-15T05:50:00.000Z,NEXUS-API-01,api,online,38.31,48.46,45,10.37,0.2,1131,1,0.65,,good,,simulated
2026-07-15T05:50:00.000Z,NEXUS-DB-01,database,online,37.69,48.18,47.2,11.25,0.122,1131,1,2.89,,good,,simulated
2026-07-15T05:50:00.000Z,NEXUS-EVENT-01,event_bus,online,41.91,45.59,49.4,12.89,0.068,4284,1,3.38,,good,,simulated
2026-07-15T06:00:00.000Z,EDGE-GW-01,edge_gateway,online,43.68,45.04,34,14.16,0.004,1161,1,4.84,95.46,good,,simulated
2026-07-15T06:00:00.000Z,EDGE-GW-02,edge_gateway,online,36.15,50.82,36.2,9.29,0.248,1161,1,0.01,95.46,good,,simulated
2026-07-15T06:00:00.000Z,PLC-HVAC-01,plc,online,42.05,46.01,38.4,13.57,0.023,1161,1,4.69,,good,,simulated
2026-07-15T06:00:00.000Z,DDC-AHU-01,ddc,online,39.08,48.84,40.6,10.75,0.185,1161,1,1.06,,good,,simulated
2026-07-15T06:00:00.000Z,NEXUS-WEB-01,application,online,38.1,48.81,42.8,11.39,0.124,1161,1,2.82,,good,,simulated
2026-07-15T06:00:00.000Z,NEXUS-API-01,api,online,35.68,45.47,45,13.46,0.055,1161,1,3.55,,good,,simulated
2026-07-15T06:00:00.000Z,NEXUS-DB-01,database,online,41.26,46.42,47.2,13.4,0.022,1161,1,4.93,,good,,simulated
2026-07-15T06:00:00.000Z,NEXUS-EVENT-01,event_bus,online,40.29,47.95,49.4,11.45,0.154,4413,1,1.57,,good,,simulated
2026-07-15T06:10:00.000Z,EDGE-GW-01,edge_gateway,online,43.82,46.23,34,13.71,0.045,1194,1,3.89,95.45,good,,simulated
2026-07-15T06:10:00.000Z,EDGE-GW-02,edge_gateway,online,36.44,51.54,36.2,9.53,0.239,1194,1,0.34,95.45,good,,simulated
2026-07-15T06:10:00.000Z,PLC-HVAC-01,plc,online,44.21,45.68,38.4,14.39,0,1194,1,4.99,,good,,simulated
2026-07-15T06:10:00.000Z,DDC-AHU-01,ddc,online,37.53,50.99,40.6,9.77,0.238,1194,1,0.14,,good,,simulated
2026-07-15T06:10:00.000Z,NEXUS-WEB-01,application,online,41.75,47.29,42.8,13.25,0.047,1194,1,4.27,,good,,simulated
2026-07-15T06:10:00.000Z,NEXUS-API-01,api,online,41.13,48.47,45,11.7,0.15,1194,1,1.71,,good,,simulated
2026-07-15T06:10:00.000Z,NEXUS-DB-01,database,online,37.34,50.48,47.2,10.71,0.167,1194,1,1.99,,good,,simulated
2026-07-15T06:10:00.000Z,NEXUS-EVENT-01,event_bus,online,37.93,50.91,49.4,9.62,0.007,4556,1,4.48,,good,,simulated
2026-07-15T06:20:00.000Z,EDGE-GW-01,edge_gateway,online,42.73,48.43,34,12.51,0.121,1230,1,2.25,95.43,good,,simulated
2026-07-15T06:20:00.000Z,EDGE-GW-02,edge_gateway,online,38.2,51.27,36.2,10.65,0.187,1230,1,1.51,95.43,good,,simulated
2026-07-15T06:20:00.000Z,PLC-HVAC-01,plc,online,45.06,46.46,38.4,14.34,0.021,1230,1,4.41,,good,,simulated
2026-07-15T06:20:00.000Z,DDC-AHU-01,ddc,online,37.26,52.23,40.6,9.64,0.248,1230,1,0.08,,good,,simulated
2026-07-15T06:20:00.000Z,NEXUS-WEB-01,application,online,44.53,46.59,42.8,14.45,0.005,1230,1,4.96,,good,,simulated
2026-07-15T06:20:00.000Z,NEXUS-API-01,api,online,39.22,51.01,45,10.44,0.219,1230,1,0.46,,good,,simulated
2026-07-15T06:20:00.000Z,NEXUS-DB-01,database,online,41.33,48.79,47.2,12.8,0.078,1230,1,3.7,,good,,simulated
2026-07-15T06:20:00.000Z,NEXUS-EVENT-01,event_bus,online,43.37,48.05,49.4,12.78,0.11,4712,1,2.49,,good,,simulated
2026-07-15T06:30:00.000Z,EDGE-GW-01,edge_gateway,online,40.72,51.35,34,10.82,0.221,1269,1,0.22,95.42,good,,simulated
2026-07-15T06:30:00.000Z,EDGE-GW-02,edge_gateway,online,41.27,50.16,36.2,12.49,0.103,1269,1,3.28,95.42,good,,simulated
2026-07-15T06:30:00.000Z,PLC-HVAC-01,plc,online,44.58,48.3,38.4,13.48,0.083,1269,1,3.05,,good,,simulated
2026-07-15T06:30:00.000Z,DDC-AHU-01,ddc,online,38.46,52.47,40.6,10.4,0.215,1269,1,0.89,,good,,simulated
2026-07-15T06:30:00.000Z,NEXUS-WEB-01,application,online,46.07,46.93,42.8,14.82,0.006,1269,1,4.78,,good,,simulated
2026-07-15T06:30:00.000Z,NEXUS-API-01,api,online,38.43,52.76,45,9.94,0.249,1269,1,0,,good,,simulated
2026-07-15T06:30:00.000Z,NEXUS-DB-01,database,online,44.64,47.75,47.2,14.36,0.019,1269,1,4.76,,good,,simulated
2026-07-15T06:30:00.000Z,NEXUS-EVENT-01,event_bus,online,41.19,50.92,49.4,11.28,0.192,4880,1,0.93,,good,,simulated
2026-07-15T06:40:00.000Z,EDGE-GW-01,edge_gateway,online,46.29,48.58,34,13.98,0.075,1310,1,3.15,95.4,good,,simulated
2026-07-15T06:40:00.000Z,EDGE-GW-02,edge_gateway,online,45.23,48.51,36.2,14.77,0,1310,1,0.36,95.4,good,,simulated
2026-07-15T06:40:00.000Z,PLC-HVAC-01,plc,online,43.01,51,38.4,12,0.174,1310,1,1.16,,good,,simulated
2026-07-15T06:40:00.000Z,DDC-AHU-01,ddc,online,41.05,51.77,40.6,11.96,0.144,1310,1,2.43,,good,,simulated
2026-07-15T06:40:00.000Z,NEXUS-WEB-01,application,online,46.25,48.37,42.8,14.33,0.051,1310,1,3.75,,good,,simulated
2026-07-15T06:40:00.000Z,NEXUS-API-01,api,online,39.04,53.51,45,10.32,0.235,1310,1,0.43,,good,,simulated
2026-07-15T06:40:00.000Z,NEXUS-DB-01,database,online,46.85,47.66,47.2,15.13,0,1310,1,4.97,,good,,simulated
2026-07-15T06:40:00.000Z,NEXUS-EVENT-01,event_bus,online,39.92,53.11,49.4,10.43,0.241,5057,1,0.1,,good,,simulated
2026-07-15T06:50:00.000Z,EDGE-GW-01,edge_gateway,online,44.02,51.67,34,12.35,0.167,1353,1,1.4,95.39,good,,simulated
2026-07-15T06:50:00.000Z,EDGE-GW-02,edge_gateway,online,41.53,52.73,36.2,12.12,0.147,1353,1,2.38,95.39,good,,simulated
2026-07-15T06:50:00.000Z,PLC-HVAC-01,plc,online,40.75,54.18,38.4,15.19,0.029,1353,1,4.06,,good,,simulated
2026-07-15T06:50:00.000Z,DDC-AHU-01,ddc,online,44.72,50.35,40.6,14.1,0.047,1353,1,4.42,,good,,simulated
2026-07-15T06:50:00.000Z,NEXUS-WEB-01,application,online,45.18,50.76,42.8,13.11,0.131,1353,1,2.06,,good,,simulated
2026-07-15T06:50:00.000Z,NEXUS-API-01,api,online,41.08,53.25,45,11.56,0.18,1353,1,1.66,,good,,simulated
2026-07-15T06:50:00.000Z,NEXUS-DB-01,database,online,47.69,48.66,47.2,15.04,0.026,1353,1,4.31,,good,,simulated
2026-07-15T06:50:00.000Z,NEXUS-EVENT-01,event_bus,online,39.94,54.37,49.4,10.42,0.247,5241,1,0.13,,good,,simulated
2026-07-15T07:00:00.000Z,EDGE-GW-01,edge_gateway,online,42.45,54.19,34,11.27,0.229,1396,1,0.29,95.37,good,,simulated
2026-07-15T07:00:00.000Z,EDGE-GW-02,edge_gateway,online,45.56,51.25,36.2,14.17,0.063,1396,1,3.98,95.37,good,,simulated
2026-07-15T07:00:00.000Z,PLC-HVAC-01,plc,online,46.36,51.41,38.4,13.43,0.128,1396,1,2.12,,good,,simulated
2026-07-15T07:00:00.000Z,DDC-AHU-01,ddc,online,40.97,54.6,40.6,11.47,0.192,1396,1,1.51,,good,,simulated
2026-07-15T07:00:00.000Z,NEXUS-WEB-01,application,online,43.2,53.8,42.8,11.41,0.232,1396,1,0,,good,,simulated
2026-07-15T07:00:00.000Z,NEXUS-API-01,api,online,44.35,52.14,45,13.48,0.093,1396,1,3.49,,good,,simulated
2026-07-15T07:00:00.000Z,NEXUS-DB-01,database,online,47.18,50.67,47.2,14.13,0.091,1396,1,2.88,,good,,simulated
2026-07-15T07:00:00.000Z,NEXUS-EVENT-01,event_bus,online,41.38,54.57,49.4,11.3,0.21,5427,1,1.02,,good,,simulated
2026-07-15T07:10:00.000Z,EDGE-GW-01,edge_gateway,online,42,55.8,34,10.96,0.25,1439,1,0.02,95.36,good,,simulated
2026-07-15T07:10:00.000Z,EDGE-GW-02,edge_gateway,online,48.76,50.45,36.2,15.6,0.011,1439,1,4.87,95.36,good,,simulated
2026-07-15T07:10:00.000Z,PLC-HVAC-01,plc,online,44.41,54.23,38.4,12.06,0.205,1439,1,0.7,,good,,simulated
2026-07-15T07:10:00.000Z,DDC-AHU-01,ddc,online,45.2,52.93,40.6,13.7,0.097,1439,1,3.33,,good,,simulated
2026-07-15T07:10:00.000Z,NEXUS-WEB-01,application,online,48.79,51.07,42.8,14.59,0.086,1439,1,2.95,,good,,simulated
2026-07-15T07:10:00.000Z,NEXUS-API-01,api,online,48.41,50.48,45,15.79,0.239,1439,1,0.58,,good,,simulated
2026-07-15T07:10:00.000Z,NEXUS-DB-01,database,online,45.55,53.46,47.2,12.61,0.185,1439,1,0.95,,good,,simulated
2026-07-15T07:10:00.000Z,NEXUS-EVENT-01,event_bus,online,44.13,53.81,49.4,12.94,0.135,5612,1,2.61,,good,,simulated
2026-07-15T07:20:00.000Z,EDGE-GW-01,edge_gateway,online,42.91,56.34,34,11.52,0.227,1480,1,0.62,95.34,good,,simulated
2026-07-15T07:20:00.000Z,EDGE-GW-02,edge_gateway,online,50.7,50.58,36.2,16.2,0.002,1480,1,4.9,95.34,good,,simulated
2026-07-15T07:20:00.000Z,PLC-HVAC-01,plc,online,43.38,56.25,38.4,11.38,0.246,1480,1,0.03,,good,,simulated
2026-07-15T07:20:00.000Z,DDC-AHU-01,ddc,online,48.8,51.76,40.6,15.43,0.03,1480,1,4.57,,good,,simulated
2026-07-15T07:20:00.000Z,NEXUS-WEB-01,application,online,46.54,54.09,42.8,12.99,0.175,1480,1,1.26,,good,,simulated
2026-07-15T07:20:00.000Z,NEXUS-API-01,api,online,44.68,54.7,45,13.12,0.138,1480,1,2.57,,good,,simulated
2026-07-15T07:20:00.000Z,NEXUS-DB-01,database,online,43.23,50.65,47.2,15.78,0.04,1480,1,3.85,,good,,simulated
2026-07-15T07:20:00.000Z,NEXUS-EVENT-01,event_bus,online,47.86,52.32,49.4,15.11,0.037,5790,1,4.63,,good,,simulated
2026-07-15T07:30:00.000Z,EDGE-GW-01,edge_gateway,online,45.14,55.82,34,12.9,0.164,1519,1,2,95.33,good,,simulated
2026-07-15T07:30:00.000Z,EDGE-GW-02,edge_gateway,online,51.18,51.73,36.2,15.91,0.036,1519,1,4.07,95.33,good,,simulated
2026-07-15T07:30:00.000Z,PLC-HVAC-01,plc,online,43.6,57.23,38.4,11.52,0.243,1519,1,0.24,,good,,simulated
2026-07-15T07:30:00.000Z,DDC-AHU-01,ddc,online,51.27,51.39,40.6,16.41,0.001,1519,1,5,,good,,simulated
2026-07-15T07:30:00.000Z,NEXUS-WEB-01,application,online,44.97,56.46,42.8,11.95,0.233,1519,1,0.22,,good,,simulated
2026-07-15T07:30:00.000Z,NEXUS-API-01,api,online,48.56,53.2,45,15.1,0.056,1519,1,4.1,,good,,simulated
2026-07-15T07:30:00.000Z,NEXUS-DB-01,database,online,48.76,53.79,47.2,14.02,0.138,1519,1,1.95,,good,,simulated
2026-07-15T07:30:00.000Z,NEXUS-EVENT-01,event_bus,online,44.04,56.48,49.4,12.46,0.182,5958,1,1.71,,good,,simulated
2026-07-15T07:40:00.000Z,EDGE-GW-01,edge_gateway,online,48.44,54.43,34,14.88,0.073,1554,1,3.9,95.31,good,,simulated
2026-07-15T07:40:00.000Z,EDGE-GW-02,edge_gateway,online,50.23,53.78,36.2,14.8,0.109,1554,1,2.52,95.31,good,,simulated
2026-07-15T07:40:00.000Z,PLC-HVAC-01,plc,online,45.14,57.09,38.4,12.52,0.197,1554,1,1.29,,good,,simulated
2026-07-15T07:40:00.000Z,DDC-AHU-01,ddc,online,52.3,52,40.6,16.48,0.016,1554,1,4.55,,good,,simulated
2026-07-15T07:40:00.000Z,NEXUS-WEB-01,application,online,44.49,57.84,42.8,11.68,0.25,1554,1,0.04,,good,,simulated
2026-07-15T07:40:00.000Z,NEXUS-API-01,api,online,51.48,52.35,45,16.41,0.008,1554,1,4.92,,good,,simulated
2026-07-15T07:40:00.000Z,NEXUS-DB-01,database,online,46.72,56.41,47.2,12.66,0.211,1554,1,0.59,,good,,simulated
2026-07-15T07:40:00.000Z,NEXUS-EVENT-01,event_bus,online,48.06,54.72,49.4,14.61,0.089,6110,1,3.49,,good,,simulated
2026-07-15T07:50:00.000Z,EDGE-GW-01,edge_gateway,online,52.32,52.51,34,12.15,0.218,1585,1,1,95.3,good,,simulated
2026-07-15T07:50:00.000Z,EDGE-GW-02,edge_gateway,online,48.15,56.48,36.2,13.12,0.206,1585,1,0.52,95.3,good,,simulated
2026-07-15T07:50:00.000Z,PLC-HVAC-01,plc,online,47.87,55.94,38.4,14.22,0.117,1585,1,3,,good,,simulated
2026-07-15T07:50:00.000Z,DDC-AHU-01,ddc,online,51.83,53.56,40.6,15.68,0.072,1585,1,3.29,,good,,simulated
2026-07-15T07:50:00.000Z,NEXUS-WEB-01,application,online,45.3,58.08,42.8,12.26,0.223,1585,1,0.73,,good,,simulated
2026-07-15T07:50:00.000Z,NEXUS-API-01,api,online,53.04,52.4,45,16.85,0.003,1585,1,4.86,,good,,simulated
2026-07-15T07:50:00.000Z,NEXUS-DB-01,database,online,45.57,58.15,47.2,11.99,0.248,1585,1,0.01,,good,,simulated
2026-07-15T07:50:00.000Z,NEXUS-EVENT-01,event_bus,online,51.33,53.43,49.4,16.21,0.025,6242,1,4.65,,good,,simulated
2026-07-15T08:00:00.000Z,EDGE-GW-01,edge_gateway,online,48.21,56.46,34,14.33,0.119,1610,1,2.93,95.28,good,,simulated
2026-07-15T08:00:00.000Z,EDGE-GW-02,edge_gateway,online,53.4,53.42,36.2,16.17,0.061,1610,1,3.43,95.28,good,,simulated
2026-07-15T08:00:00.000Z,PLC-HVAC-01,plc,online,51.38,54.07,38.4,16.36,0.015,1610,1,0.06,,good,,simulated
2026-07-15T08:00:00.000Z,DDC-AHU-01,ddc,online,50.04,55.87,40.6,14.17,0.16,1610,1,1.45,,good,,simulated
2026-07-15T08:00:00.000Z,NEXUS-WEB-01,application,online,47.36,57.22,42.8,13.63,0.156,1610,1,2.17,,good,,simulated
2026-07-15T08:00:00.000Z,NEXUS-API-01,api,online,53.06,53.41,45,16.38,0.042,1610,1,3.94,,good,,simulated
2026-07-15T08:00:00.000Z,NEXUS-DB-01,database,online,45.62,58.77,47.2,12.14,0.24,1610,1,0.31,,good,,simulated
2026-07-15T08:00:00.000Z,NEXUS-EVENT-01,event_bus,online,53.36,52.92,49.4,17,0,6350,1,4.99,,good,,simulated
