timestamp,asset_id,equipment_type,terminal_id,zone_id,status,breaker_state,primary_voltage_v,secondary_voltage_v,current_l1_a,current_l2_a,current_l3_a,neutral_current_a,active_power_kw,reactive_power_kvar,apparent_power_kva,power_factor,frequency_hz,load_percent,winding_temp_c,oil_temp_c,thd_voltage_percent,thd_current_percent,voltage_unbalance_percent,current_unbalance_percent,alarm_code,quality,source_mode
2026-07-15T06:00:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11024.19,398.46,553.64,564.83,560.72,25.17,368.85,118.61,387.45,0.952,49.988,31,55.05,47.02,2.22,5.71,0.78,1.4,,good,simulated
2026-07-15T06:00:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10964.39,402.51,564.67,576.08,563.43,25.67,380.55,106.49,395.17,0.963,50.028,31.61,55.39,47.28,2.22,5.71,0.45,1.85,,good,simulated
2026-07-15T06:00:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.03,930.61,949.41,949.06,42.3,620,199.35,651.26,0.952,49.962,32.56,55.91,,2.22,5.71,1.06,0.81,,good,simulated
2026-07-15T06:00:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.87,749.28,764.42,745.67,34.06,503.91,145.01,524.36,0.961,50.04,32.77,56.02,,2.22,5.71,0.3,2.19,,good,simulated
2026-07-15T06:00:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,397.78,668.42,681.92,680.31,30.38,447.19,137.22,467.77,0.956,49.965,33.41,56.38,,2.22,5.71,1.07,0.74,,good,simulated
2026-07-15T06:10:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11031.55,398.07,866.31,883.81,878.34,39.38,582.62,167.65,606.26,0.961,49.986,37.89,58.84,49.91,2.24,5.77,0.79,1.38,,good,simulated
2026-07-15T06:10:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11024.03,397.76,797.04,813.14,812.05,36.23,534.91,158.08,557.78,0.959,50.038,34.86,57.17,48.64,2.24,5.77,0.37,1.95,,good,simulated
2026-07-15T06:10:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10998.9,400.47,572.55,584.12,574.76,26.02,382.65,118.84,400.68,0.955,50.017,32.05,55.63,47.46,2.24,5.77,0.47,1.99,,good,simulated
2026-07-15T06:10:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10981.8,401.05,571.72,583.27,574.33,25.99,385.3,107.81,400.1,0.963,50.005,32.01,55.61,47.44,2.24,5.77,0.7,1.35,,good,simulated
2026-07-15T06:10:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.8,937.81,956.76,952.67,42.63,624.8,200.88,656.3,0.952,49.977,32.82,56.05,,2.24,5.77,0.89,1.17,,good,simulated
2026-07-15T06:10:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.86,776.52,792.2,773.41,35.3,523.86,144.49,543.42,0.964,50.035,33.96,56.68,,2.24,5.77,0.37,2.01,,good,simulated
2026-07-15T06:10:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,397.02,658.44,671.74,671.74,29.93,439.59,138.16,460.79,0.954,49.96,32.91,56.1,,2.24,5.77,1.09,0.73,,good,simulated
2026-07-15T06:20:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10999.61,400.4,833.27,850.11,836.94,37.88,556.9,172.96,583.14,0.955,50.015,36.45,58.05,49.31,2.26,5.84,0.51,1.87,,good,simulated
2026-07-15T06:20:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10977.65,401.25,782.43,798.24,785.61,35.57,522.92,162.41,547.56,0.955,50.006,34.22,56.82,48.37,2.26,5.84,0.69,1.37,,good,simulated
2026-07-15T06:20:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10966.75,402.93,601,613.14,612.19,27.32,403.35,119.18,420.59,0.959,49.971,33.65,56.51,48.13,2.26,5.84,0.93,1.12,,good,simulated
2026-07-15T06:20:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11009.49,398.87,570.81,582.34,578.85,25.95,383.88,110.47,399.46,0.961,49.974,31.96,55.58,47.42,2.26,5.84,1.02,0.74,,good,simulated
2026-07-15T06:20:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,399.49,963.66,983.13,971.54,43.8,643.37,202.18,674.39,0.954,50.003,33.72,56.55,,2.26,5.84,0.61,1.71,,good,simulated
2026-07-15T06:20:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.81,792.88,808.89,793.75,36.04,535.45,145.51,554.87,0.965,50.017,34.68,57.07,,2.26,5.84,0.58,1.59,,good,simulated
2026-07-15T06:20:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,397.33,659.53,672.85,671.5,29.98,439.86,139.83,461.55,0.953,49.969,32.97,56.13,,2.26,5.84,0.98,0.98,,good,simulated
2026-07-15T06:30:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10974.8,402.13,883.49,901.33,881.46,40.16,593.55,173.11,618.28,0.96,50.034,38.64,59.25,50.23,2.29,5.92,0.34,2.15,,good,simulated
2026-07-15T06:30:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11008.15,399.05,841.23,858.23,852.11,38.24,566.93,158.65,588.71,0.963,49.979,36.79,58.23,49.45,2.29,5.92,0.95,0.93,,good,simulated
2026-07-15T06:30:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11013.4,399.41,634.51,647.33,639.84,28.84,428.5,116.44,444.04,0.965,50.002,35.52,57.54,48.92,2.29,5.92,0.63,1.67,,good,simulated
2026-07-15T06:30:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10962.57,402.37,563.37,574.76,563.06,25.61,377.7,113.06,394.26,0.958,50.02,31.54,55.35,47.25,2.29,5.92,0.56,1.62,,good,simulated
2026-07-15T06:30:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.8,1006.05,1026.37,1004.2,45.73,674.48,201.9,704.05,0.958,50.036,35.2,57.36,,2.29,5.92,1.08,0.84,,good,simulated
2026-07-15T06:30:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,399.92,797.78,813.9,805.41,36.26,538.2,148.46,558.3,0.964,49.988,34.89,57.19,,2.29,5.92,0.87,1.02,,good,simulated
2026-07-15T06:30:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,398.63,673.06,686.66,681.14,30.59,449.35,141.22,471.02,0.954,49.99,33.64,56.5,,2.29,5.92,0.75,1.45,,good,simulated
2026-07-15T06:40:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10961.51,402.96,926.31,945.02,921.66,42.11,625.56,170.01,648.25,0.965,50.04,40.52,60.29,51.02,2.31,6,0.3,2.18,,good,simulated
2026-07-15T06:40:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11030.15,397.54,828.27,845,843.7,37.65,555.87,164.29,579.64,0.959,49.963,36.23,57.93,49.22,2.31,6,1.08,0.71,,good,simulated
2026-07-15T06:40:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10984.75,401.45,613.56,625.95,613.73,27.89,411.78,121.67,429.38,0.959,50.027,34.35,56.89,48.43,2.31,6,0.4,2.06,,good,simulated
2026-07-15T06:40:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10995.2,399.97,605.07,617.29,610.67,27.5,409.04,109.49,423.44,0.966,49.99,33.88,56.63,48.23,2.31,6,0.84,1.1,,good,simulated
2026-07-15T06:40:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,398.32,1059.55,1080.95,1073.16,48.16,714.8,197.15,741.49,0.964,49.989,37.07,58.39,,2.31,6,0.76,1.44,,good,simulated
2026-07-15T06:40:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.51,792.89,808.91,808.69,36.04,533.24,153.45,554.88,0.961,50.035,34.68,57.07,,2.31,6,0.41,1.89,,good,simulated
2026-07-15T06:40:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,400.71,697.9,711.99,699.88,31.72,467.89,140.05,488.4,0.958,50.021,34.89,57.19,,2.31,6,0.44,2.05,,good,simulated
2026-07-15T06:50:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10962.08,402.73,958.36,977.72,955.21,43.56,649.22,168.3,670.68,0.968,50.032,41.92,61.06,51.61,2.34,6.08,0.41,1.94,,good,simulated
2026-07-15T06:50:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11039.76,397,822.86,839.48,839.43,37.4,551.09,167.04,575.85,0.957,49.961,35.99,57.79,49.12,2.34,6.08,1.08,0.76,,good,simulated
2026-07-15T06:50:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10965.85,402.71,646.62,659.69,643.82,29.39,436.23,120.32,452.52,0.964,50.039,36.2,57.91,49.2,2.34,6.08,0.3,2.2,,good,simulated
2026-07-15T06:50:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11021.61,398.11,595.15,607.18,605,27.05,400.67,113.74,416.5,0.962,49.969,33.32,56.33,47.99,2.34,6.08,1.04,0.78,,good,simulated
2026-07-15T06:50:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,400.61,1025.38,1046.09,1029.04,46.61,687.44,205.78,717.58,0.958,50.017,35.88,57.73,,2.34,6.08,0.49,1.91,,good,simulated
2026-07-15T06:50:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.01,781.13,796.91,785.09,35.51,523.14,158.59,546.65,0.957,50.003,34.17,56.79,,2.34,6.08,0.72,1.31,,good,simulated
2026-07-15T06:50:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,397.19,732.63,747.43,745.49,33.3,493.74,138.18,512.71,0.963,49.974,36.62,58.14,,2.34,6.08,0.9,1.18,,good,simulated
2026-07-15T07:00:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10976.42,401.49,977.72,997.48,980.26,44.44,662.33,171.73,684.23,0.968,50.011,42.76,61.52,51.96,2.37,6.17,0.63,1.49,,good,simulated
2026-07-15T07:00:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11035.28,397.52,829.07,845.82,843.34,37.69,555.25,168.31,580.2,0.957,49.972,36.26,57.94,49.23,2.37,6.17,0.94,1.06,,good,simulated
2026-07-15T07:00:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10960.06,402.96,672.7,686.29,669.6,30.58,455.71,118.12,470.77,0.968,50.037,37.66,58.71,49.82,2.37,6.17,0.34,2.08,,good,simulated
2026-07-15T07:00:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11037.14,397.11,589.07,600.97,600.86,26.78,395.34,116.83,412.24,0.959,49.96,32.98,56.14,47.85,2.37,6.17,1.1,0.71,,good,simulated
2026-07-15T07:00:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.26,1083.24,1105.12,1080.24,49.24,730.78,201.57,758.07,0.964,50.035,37.9,58.85,,2.37,6.17,0.33,2.17,,good,simulated
2026-07-15T07:00:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,398.86,837.83,854.76,849.29,38.08,565.81,153.76,586.33,0.965,49.977,36.65,58.16,,2.37,6.17,0.97,0.89,,good,simulated
2026-07-15T07:00:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,399.64,782.25,798.05,788.08,35.56,523.89,158.8,547.43,0.957,50.005,39.1,59.51,,2.37,6.17,0.6,1.72,,good,simulated
2026-07-15T07:10:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11001.98,399.46,981.98,1001.82,993.36,44.64,664.53,175.09,687.21,0.967,49.982,42.95,61.62,52.04,2.39,6.25,0.94,0.89,,good,simulated
2026-07-15T07:10:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11017.5,399,848.46,865.6,857.23,38.57,569.43,168.26,593.77,0.959,49.996,37.11,58.41,49.59,2.39,6.25,0.69,1.57,,good,simulated
2026-07-15T07:10:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10968.38,402.16,689.64,703.57,689.28,31.35,468.14,117.33,482.62,0.97,50.022,38.61,59.24,50.22,2.39,6.25,0.52,1.71,,good,simulated
2026-07-15T07:10:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11039.04,397.16,589.54,601.45,600.77,26.8,395.24,118.32,412.57,0.958,49.966,33.01,56.16,47.86,2.39,6.25,1.02,0.9,,good,simulated
2026-07-15T07:10:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.98,1132.89,1155.78,1127.17,51.5,767.45,198.96,792.82,0.968,50.04,39.64,59.8,,2.39,6.25,0.31,2.17,,good,simulated
2026-07-15T07:10:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.44,826.2,842.89,841.89,37.55,556.22,157.87,578.19,0.962,49.962,36.14,57.88,,2.39,6.25,1.09,0.71,,good,simulated
2026-07-15T07:10:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,401.62,749.32,764.46,749.04,34.06,504.99,141.32,524.39,0.963,50.028,37.46,58.6,,2.39,6.25,0.39,2.08,,good,simulated
2026-07-15T07:20:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11034.26,402.99,974.4,994.08,971.32,44.29,657.35,181.32,681.9,0.964,50.028,42.62,61.44,51.9,2.42,6.33,0.48,1.76,,good,simulated
2026-07-15T07:20:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10989.57,401.2,879.77,897.54,880.43,39.99,592.9,165.93,615.68,0.963,50.027,38.48,59.16,50.16,2.42,6.33,0.37,2.18,,good,simulated
2026-07-15T07:20:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10989.36,400.45,696.99,711.08,702.05,31.68,472.65,120.51,487.77,0.969,49.996,39.02,59.46,50.39,2.42,6.33,0.79,1.17,,good,simulated
2026-07-15T07:20:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11026.98,398.23,598.43,610.52,606.71,27.2,401.62,118.69,418.79,0.959,49.984,33.5,56.43,48.07,2.42,6.33,0.81,1.32,,good,simulated
2026-07-15T07:20:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.65,1167.25,1190.83,1163.9,53.06,793.17,195.3,816.86,0.971,50.031,40.84,60.46,,2.42,6.33,0.42,1.9,,good,simulated
2026-07-15T07:20:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397,821.87,838.47,838.34,37.36,552.15,161.06,575.16,0.96,49.961,35.95,57.77,,2.42,6.33,1.07,0.78,,good,simulated
2026-07-15T07:20:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,402.79,785.83,801.71,782.24,35.72,532.34,138.01,549.94,0.968,50.039,39.28,59.6,,2.42,6.33,0.3,2.2,,good,simulated
2026-07-15T07:30:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10987.55,400.53,958.43,977.8,965.16,43.57,643.9,187.81,670.73,0.96,49.997,41.92,61.06,51.61,2.45,6.41,0.78,1.21,,good,simulated
2026-07-15T07:30:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11036.42,397.71,919.95,938.54,934.11,41.82,623.2,161.56,643.8,0.968,49.981,40.24,60.13,50.9,2.45,6.41,0.83,1.3,,good,simulated
2026-07-15T07:30:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11019.28,398.12,694.11,708.13,706.12,31.55,469.72,123.76,485.75,0.967,49.963,38.86,59.37,50.32,2.45,6.41,0.33,2.04,,good,simulated
2026-07-15T07:30:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11003.09,400.15,615.75,628.18,619,27.99,414.54,117.64,430.91,0.962,50.013,34.47,56.96,48.48,2.45,6.41,0.52,1.9,,good,simulated
2026-07-15T07:30:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.31,1185.45,1209.4,1189.46,53.88,805.54,198.35,829.6,0.971,50.009,41.48,60.81,,2.45,6.41,0.66,1.43,,good,simulated
2026-07-15T07:30:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.63,827.47,844.19,841.27,37.61,555.92,162.13,579.08,0.96,49.974,36.19,57.9,,2.45,6.41,0.92,1.11,,good,simulated
2026-07-15T07:30:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,402.93,813.77,830.21,810.19,36.99,552.97,136.17,569.49,0.971,50.036,40.68,60.37,,2.45,6.41,0.36,2.05,,good,simulated
2026-07-15T07:40:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11015.98,398.5,1019.52,1040.12,1034.89,46.34,690.65,179.04,713.48,0.968,49.973,44.59,62.52,52.73,2.47,6.48,1,0.84,,good,simulated
2026-07-15T07:40:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,11003.89,400.09,889.69,907.66,894.7,40.44,598.96,170.01,622.62,0.962,50.011,38.91,59.4,50.34,2.47,6.48,0.55,1.81,,good,simulated
2026-07-15T07:40:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,10972.86,401.6,684.09,697.91,685.88,31.1,461.03,129.01,478.74,0.963,50.01,38.3,59.07,50.09,2.47,6.48,0.65,1.44,,good,simulated
2026-07-15T07:40:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10971.59,402.57,639.55,652.47,652.45,29.07,432.8,114.03,447.57,0.967,49.966,35.81,57.7,49.04,2.47,6.48,0.98,1.03,,good,simulated
2026-07-15T07:40:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,399.22,1186.08,1210.04,1201.04,53.91,804.31,205.07,830.04,0.969,49.978,41.5,60.83,,2.47,6.48,0.97,0.83,,good,simulated
2026-07-15T07:40:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,399.2,844.2,861.26,852.19,38.37,568.34,161.31,590.79,0.962,49.999,36.92,58.31,,2.47,6.48,0.66,1.63,,good,simulated
2026-07-15T07:40:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,402.02,829.99,846.75,830.09,37.73,564.58,136.47,580.84,0.972,50.02,41.49,60.82,,2.47,6.48,0.54,1.66,,good,simulated
2026-07-15T07:50:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11034.52,397.27,1002.62,1022.87,1022.23,45.57,677.09,184.02,701.65,0.965,49.961,43.85,62.12,52.42,2.49,6.54,1.1,0.7,,good,simulated
2026-07-15T07:50:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10977.75,401.93,932.26,951.09,930.8,42.38,630.88,166.22,652.41,0.967,50.032,40.78,60.43,51.13,2.49,6.54,0.36,2.13,,good,simulated
2026-07-15T07:50:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11004.17,399.33,724.62,739.26,733.18,32.94,492.39,121.25,507.1,0.971,49.982,40.57,60.31,51.04,2.49,6.54,0.92,0.98,,good,simulated
2026-07-15T07:50:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,11018.04,399.07,667.66,681.15,674.2,30.35,454.16,109.78,467.24,0.972,49.998,37.38,58.56,49.7,2.49,6.54,0.67,1.6,,good,simulated
2026-07-15T07:50:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.73,1170.77,1194.43,1168.34,53.22,791.47,211.84,819.33,0.966,50.025,40.97,60.53,,2.49,6.54,0.51,1.7,,good,simulated
2026-07-15T07:50:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,401.44,871.5,889.1,871.22,39.61,588.54,159.96,609.89,0.965,50.031,38.12,58.97,,2.49,6.54,0.33,0.75,,good,simulated
2026-07-15T07:50:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,400.23,832.57,849.39,839.4,37.84,566.34,136.89,582.65,0.972,49.993,41.62,60.89,,2.49,6.54,0.83,1.11,,good,simulated
2026-07-15T08:00:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11039.9,397.05,993.19,1013.25,1012.76,45.14,669.33,187.33,695.05,0.963,49.963,43.44,61.89,52.24,2.5,6.58,1.05,0.83,,good,simulated
2026-07-15T08:00:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10962.6,402.9,965.76,985.28,961.03,43.9,656.94,158.8,675.86,0.972,50.04,42.24,61.23,51.74,2.5,6.58,0.3,2.19,,good,simulated
2026-07-15T08:00:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11027.67,397.7,709.86,724.2,722.67,32.27,480.38,126.55,496.77,0.967,49.965,39.74,59.86,50.69,2.5,6.58,1.07,0.73,,good,simulated
2026-07-15T08:00:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10988.37,401.2,644.45,657.47,645.26,29.29,435.67,116.59,451,0.966,50.024,36.08,57.84,49.15,2.5,6.58,0.43,2.01,,good,simulated
2026-07-15T08:00:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,400.29,1130.82,1153.67,1139.83,51.4,770.79,179.3,791.37,0.974,49.994,39.57,59.76,,2.5,6.58,0.81,1.16,,good,simulated
2026-07-15T08:00:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.96,904.65,922.92,917.61,41.12,614.1,153.9,633.09,0.97,49.984,39.57,59.76,,2.5,6.58,0.8,1.36,,good,simulated
2026-07-15T08:00:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,397.87,824.29,840.94,839.44,37.47,558.97,142.51,576.85,0.969,50.04,41.2,60.66,,2.5,6.58,0.36,1.98,,good,simulated
2026-07-15T08:10:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11031.16,397.88,994.89,1014.99,1010.29,45.22,669.78,190.12,696.24,0.962,49.979,43.52,61.94,52.28,2.51,6.62,0.88,1.2,,good,simulated
2026-07-15T08:10:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10961.12,402.83,988.1,1008.06,984.33,44.91,673.51,156.66,691.49,0.974,50.034,43.22,61.77,52.15,2.51,6.62,0.38,1.99,,good,simulated
2026-07-15T08:10:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11039.23,397.01,698.25,712.36,712.36,31.74,471.06,129.93,488.65,0.964,49.96,39.09,59.5,50.42,2.51,6.62,1.09,0.74,,good,simulated
2026-07-15T08:10:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10967.82,402.59,669.13,682.65,666.5,30.42,454.22,113.85,468.27,0.97,50.038,37.46,58.6,49.73,2.51,6.62,0.31,2.2,,good,simulated
2026-07-15T08:10:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,398.33,1207.97,1232.37,1226.94,54.91,819.15,208.87,845.36,0.969,49.971,42.27,61.25,,2.51,6.62,1.02,0.81,,good,simulated
2026-07-15T08:10:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,400.31,870.15,887.73,874.29,39.55,587.03,161.91,608.95,0.964,50.013,38.06,58.93,,2.51,6.62,0.52,1.85,,good,simulated
2026-07-15T08:10:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,401.35,807.3,823.6,810.23,36.7,544.62,150.23,564.96,0.964,50.007,40.35,60.19,,2.51,6.62,0.68,1.39,,good,simulated
2026-07-15T08:20:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,11009.86,399.62,1006.73,1027.07,1014.41,45.76,679.17,187.32,704.53,0.964,50.005,44.03,62.22,52.49,2.52,6.64,0.6,1.75,,good,simulated
2026-07-15T08:20:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10973.58,401.72,995.26,1015.36,996.77,45.24,678.39,157.79,696.5,0.974,50.015,43.53,61.94,52.28,2.52,6.64,0.59,1.56,,good,simulated
2026-07-15T08:20:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11036.79,397.38,692.39,706.38,704.78,31.47,466.62,130.59,484.55,0.963,49.97,38.76,59.32,50.28,2.52,6.64,0.97,1.01,,good,simulated
2026-07-15T08:20:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10960.02,402.99,685.18,699.02,681.85,31.14,467.03,108.64,479.5,0.974,50.038,38.36,59.1,50.11,2.52,6.64,0.33,2.11,,good,simulated
2026-07-15T08:20:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.2,1181.11,1204.97,1204.47,53.69,797.63,216.77,826.56,0.965,49.96,41.33,60.73,,2.52,6.64,1.1,0.7,,good,simulated
2026-07-15T08:20:00.000Z,LV-MSB-02,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,402.07,902.46,920.69,900.58,41.02,611.98,156.04,631.56,0.969,50.033,39.47,59.71,,2.52,6.64,0.35,2.15,,good,simulated
2026-07-15T08:20:00.000Z,HVAC-MCC-01,mcc,T1,ELECTRICAL-PLANT,running,closed,,399.13,846.83,863.94,857.52,38.49,576.04,139.24,592.63,0.972,49.98,42.33,61.28,,2.52,6.64,0.94,0.94,,good,simulated
2026-07-15T08:30:00.000Z,TR-01,transformer,T1,ELECTRICAL-PLANT,running,closed,10979.75,401.95,1027.85,1048.62,1025.32,46.72,696.29,180.52,719.31,0.968,50.038,44.96,62.73,52.88,2.52,6.65,1.06,0.88,,good,simulated
2026-07-15T08:30:00.000Z,TR-02,transformer,T1,ELECTRICAL-PLANT,running,closed,10997.76,399.79,986.64,1006.57,996.66,44.85,671.14,162.23,690.47,0.972,49.986,43.15,61.73,52.12,2.52,6.65,0.89,0.98,,good,simulated
2026-07-15T08:30:00.000Z,TR-03,transformer,T1,ELECTRICAL-PLANT,running,closed,11020.78,398.74,694.68,708.71,702.69,31.58,468.16,131.03,486.15,0.963,49.992,38.89,59.39,50.33,2.52,6.65,0.73,1.49,,good,simulated
2026-07-15T08:30:00.000Z,TR-04,transformer,T1,ELECTRICAL-PLANT,running,closed,10966.34,402.34,691.97,705.94,691.03,31.45,472.14,107.62,484.25,0.975,50.025,38.74,59.31,50.27,2.52,6.65,0.49,1.78,,good,simulated
2026-07-15T08:30:00.000Z,LV-MSB-01,lv_panel,T1,ELECTRICAL-PLANT,running,closed,,397.08,1161.2,1184.66,1183.81,52.78,782.56,219.01,812.63,0.963,49.964,40.63,60.35,,2.52,6.65,1.04,0.86,,good,simulated
