timestamp,terminal_id,zone_id,zone_name,passenger_count,capacity,occupancy_percent,people_entering_per_min,people_leaving_per_min,arrival_rate_per_hour,departure_rate_per_hour,queue_length,processing_rate_per_min,estimated_wait_time_min,average_dwell_time_min,active_service_counters,flow_level,quality,source_mode
2026-07-15T03:30:00.000Z,T1,SECURITY-01,Security Checkpoint,171,700,24.43,10,8,600,480,33,10.98,3.01,27.63,4,normal,good,simulated
2026-07-15T03:30:00.000Z,T1,IMMIGRATION-01,Immigration Hall,174,850,20.47,9,8,540,480,28,10.84,2.58,27.36,4,normal,good,simulated
2026-07-15T03:30:00.000Z,T1,GATE-AREA-A,Gate Area A,250,1100,22.73,10,8,600,480,7,11.35,0.62,28.32,,normal,good,simulated
2026-07-15T03:30:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,205,900,22.78,9,7,540,420,7,10.62,0.66,26.94,,normal,good,simulated
2026-07-15T03:40:00.000Z,T1,DEPARTURE-HALL,Departure Hall,621,2400,25.87,12,10,720,600,8,12.2,0.66,29.93,,normal,good,simulated
2026-07-15T03:40:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,564,1900,29.68,11,9,660,540,9,11.47,0.78,28.55,,normal,good,simulated
2026-07-15T03:40:00.000Z,T1,CHECKIN-A,Check-in Zone A,210,900,23.33,11,9,660,540,31,11.83,2.62,29.24,8,normal,good,simulated
2026-07-15T03:40:00.000Z,T1,CHECKIN-B,Check-in Zone B,254,900,28.22,10,8,600,480,38,11.21,3.39,28.07,8,normal,good,simulated
2026-07-15T03:40:00.000Z,T1,SECURITY-01,Security Checkpoint,153,700,21.86,10,8,600,480,30,10.99,2.73,27.65,4,normal,good,simulated
2026-07-15T03:40:00.000Z,T1,IMMIGRATION-01,Immigration Hall,201,850,23.65,9,8,540,480,32,10.85,2.95,27.38,4,normal,good,simulated
2026-07-15T03:40:00.000Z,T1,GATE-AREA-A,Gate Area A,302,1100,27.45,10,8,600,480,8,11.36,0.7,28.34,,normal,good,simulated
2026-07-15T03:40:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,235,900,26.11,9,7,540,420,8,10.63,0.75,26.96,,normal,good,simulated
2026-07-15T03:50:00.000Z,T1,DEPARTURE-HALL,Departure Hall,677,2400,28.21,12,10,720,600,8,12.22,0.65,29.97,,normal,good,simulated
2026-07-15T03:50:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,539,1900,28.37,11,9,660,540,9,11.49,0.78,28.59,,normal,good,simulated
2026-07-15T03:50:00.000Z,T1,CHECKIN-A,Check-in Zone A,215,900,23.89,11,9,660,540,32,11.85,2.7,29.28,8,normal,good,simulated
2026-07-15T03:50:00.000Z,T1,CHECKIN-B,Check-in Zone B,260,900,28.89,10,8,600,480,39,11.23,3.47,28.1,8,normal,good,simulated
2026-07-15T03:50:00.000Z,T1,SECURITY-01,Security Checkpoint,142,700,20.29,10,8,600,480,27,11.01,2.45,27.68,4,normal,good,simulated
2026-07-15T03:50:00.000Z,T1,IMMIGRATION-01,Immigration Hall,222,850,26.12,9,8,540,480,35,10.86,3.22,27.41,4,normal,good,simulated
2026-07-15T03:50:00.000Z,T1,GATE-AREA-A,Gate Area A,269,1100,24.45,10,8,600,480,7,11.38,0.62,28.38,,normal,good,simulated
2026-07-15T03:50:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,193,900,21.44,9,7,540,420,6,10.64,0.56,26.99,,normal,good,simulated
2026-07-15T04:00:00.000Z,T1,DEPARTURE-HALL,Departure Hall,754,2400,31.42,12,10,720,600,9,12.25,0.73,30.03,,normal,good,simulated
2026-07-15T04:00:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,493,1900,25.95,11,9,660,540,8,11.51,0.69,28.63,,normal,good,simulated
2026-07-15T04:00:00.000Z,T1,CHECKIN-A,Check-in Zone A,231,900,25.67,11,9,660,540,35,11.88,2.95,29.33,8,normal,good,simulated
2026-07-15T04:00:00.000Z,T1,CHECKIN-B,Check-in Zone B,254,900,28.22,10,8,600,480,38,11.25,3.38,28.14,8,normal,good,simulated
2026-07-15T04:00:00.000Z,T1,SECURITY-01,Security Checkpoint,141,700,20.14,10,8,600,480,27,11.03,2.45,27.72,4,normal,good,simulated
2026-07-15T04:00:00.000Z,T1,IMMIGRATION-01,Immigration Hall,233,850,27.41,9,8,540,480,37,10.88,3.4,27.45,4,normal,good,simulated
2026-07-15T04:00:00.000Z,T1,GATE-AREA-A,Gate Area A,247,1100,22.45,10,8,600,480,7,11.4,0.61,28.42,,normal,good,simulated
2026-07-15T04:00:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,219,900,24.33,9,7,540,420,7,10.66,0.66,27.03,,normal,good,simulated
2026-07-15T04:10:00.000Z,T1,DEPARTURE-HALL,Departure Hall,646,2400,26.92,12,10,720,600,8,12.29,0.65,30.1,,normal,good,simulated
2026-07-15T04:10:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,434,1900,22.84,11,9,660,540,7,11.54,0.61,28.69,,normal,good,simulated
2026-07-15T04:10:00.000Z,T1,CHECKIN-A,Check-in Zone A,258,900,28.67,11,9,660,540,39,11.92,3.27,29.4,8,normal,good,simulated
2026-07-15T04:10:00.000Z,T1,CHECKIN-B,Check-in Zone B,236,900,26.22,10,8,600,480,35,11.28,3.1,28.2,8,normal,good,simulated
2026-07-15T04:10:00.000Z,T1,SECURITY-01,Security Checkpoint,150,700,21.43,10,8,600,480,29,11.06,2.62,27.78,4,normal,good,simulated
2026-07-15T04:10:00.000Z,T1,IMMIGRATION-01,Immigration Hall,233,850,27.41,9,8,540,480,37,10.91,3.39,27.5,4,normal,good,simulated
2026-07-15T04:10:00.000Z,T1,GATE-AREA-A,Gate Area A,239,1100,21.73,10,9,600,540,7,11.43,0.61,28.48,,normal,good,simulated
2026-07-15T04:10:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,236,900,26.22,9,7,540,420,8,10.69,0.75,27.07,,normal,good,simulated
2026-07-15T04:20:00.000Z,T1,DEPARTURE-HALL,Departure Hall,724,2400,30.17,12,10,720,600,9,12.34,0.73,30.2,,normal,good,simulated
2026-07-15T04:20:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,526,1900,27.68,11,9,660,540,8,11.59,0.69,28.77,,normal,good,simulated
2026-07-15T04:20:00.000Z,T1,CHECKIN-A,Check-in Zone A,217,900,24.11,11,9,660,540,33,11.96,2.76,29.49,8,normal,good,simulated
2026-07-15T04:20:00.000Z,T1,CHECKIN-B,Check-in Zone B,211,900,23.44,10,8,600,480,32,11.32,2.83,28.27,8,normal,good,simulated
2026-07-15T04:20:00.000Z,T1,SECURITY-01,Security Checkpoint,168,700,24,10,8,600,480,32,11.1,2.88,27.85,4,normal,good,simulated
2026-07-15T04:20:00.000Z,T1,IMMIGRATION-01,Immigration Hall,221,850,26,10,8,600,480,35,10.94,3.2,27.56,4,normal,good,simulated
2026-07-15T04:20:00.000Z,T1,GATE-AREA-A,Gate Area A,247,1100,22.45,11,9,660,540,7,11.47,0.61,28.56,,normal,good,simulated
2026-07-15T04:20:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,242,900,26.89,9,7,540,420,8,10.72,0.75,27.13,,normal,good,simulated
2026-07-15T04:30:00.000Z,T1,DEPARTURE-HALL,Departure Hall,783,2400,32.63,12,10,720,600,10,12.41,0.81,30.32,,normal,good,simulated
2026-07-15T04:30:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,476,1900,25.05,11,9,660,540,8,11.64,0.69,28.87,,normal,good,simulated
2026-07-15T04:30:00.000Z,T1,CHECKIN-A,Check-in Zone A,248,900,27.56,12,9,720,540,37,12.02,3.08,29.6,8,normal,good,simulated
2026-07-15T04:30:00.000Z,T1,CHECKIN-B,Check-in Zone B,255,900,28.33,10,8,600,480,38,11.37,3.34,28.37,8,normal,good,simulated
2026-07-15T04:30:00.000Z,T1,SECURITY-01,Security Checkpoint,191,700,27.29,10,8,600,480,37,11.14,3.32,27.93,4,normal,good,simulated
2026-07-15T04:30:00.000Z,T1,IMMIGRATION-01,Immigration Hall,200,850,23.53,10,8,600,480,32,10.99,2.91,27.64,4,normal,good,simulated
2026-07-15T04:30:00.000Z,T1,GATE-AREA-A,Gate Area A,270,1100,24.55,11,9,660,540,7,11.52,0.61,28.66,,normal,good,simulated
2026-07-15T04:30:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,235,900,26.11,9,7,540,420,8,10.76,0.74,27.21,,normal,good,simulated
2026-07-15T04:40:00.000Z,T1,DEPARTURE-HALL,Departure Hall,814,2400,33.92,12,10,720,600,10,12.49,0.8,30.48,,normal,good,simulated
2026-07-15T04:40:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,445,1900,23.42,11,9,660,540,7,11.71,0.6,29,,normal,good,simulated
2026-07-15T04:40:00.000Z,T1,CHECKIN-A,Check-in Zone A,275,900,30.56,12,10,720,600,41,12.1,3.39,29.74,8,normal,good,simulated
2026-07-15T04:40:00.000Z,T1,CHECKIN-B,Check-in Zone B,229,900,25.44,10,9,600,540,34,11.43,2.97,28.49,8,normal,good,simulated
2026-07-15T04:40:00.000Z,T1,SECURITY-01,Security Checkpoint,160,700,22.86,10,8,600,480,31,11.2,2.77,28.04,5,normal,good,simulated
2026-07-15T04:40:00.000Z,T1,IMMIGRATION-01,Immigration Hall,174,850,20.47,10,8,600,480,28,11.04,2.54,27.75,5,normal,good,simulated
2026-07-15T04:40:00.000Z,T1,GATE-AREA-A,Gate Area A,304,1100,27.64,11,9,660,540,8,11.59,0.69,28.78,,normal,good,simulated
2026-07-15T04:40:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,217,900,24.11,9,8,540,480,7,10.81,0.65,27.31,,normal,good,simulated
2026-07-15T04:50:00.000Z,T1,DEPARTURE-HALL,Departure Hall,813,2400,33.88,13,10,780,600,10,12.59,0.79,30.67,,normal,good,simulated
2026-07-15T04:50:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,440,1900,23.16,11,9,660,540,7,11.79,0.59,29.16,,normal,good,simulated
2026-07-15T04:50:00.000Z,T1,CHECKIN-A,Check-in Zone A,292,900,32.44,12,10,720,600,44,12.19,3.61,29.92,8,normal,good,simulated
2026-07-15T04:50:00.000Z,T1,CHECKIN-B,Check-in Zone B,210,900,23.33,11,9,660,540,31,11.51,2.69,28.64,8,normal,good,simulated
2026-07-15T04:50:00.000Z,T1,SECURITY-01,Security Checkpoint,183,700,26.14,10,8,600,480,35,11.27,3.1,28.18,5,normal,good,simulated
2026-07-15T04:50:00.000Z,T1,IMMIGRATION-01,Immigration Hall,217,850,25.53,10,8,600,480,34,11.11,3.06,27.88,5,normal,good,simulated
2026-07-15T04:50:00.000Z,T1,GATE-AREA-A,Gate Area A,256,1100,23.27,11,9,660,540,7,11.67,0.6,28.94,,normal,good,simulated
2026-07-15T04:50:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,192,900,21.33,9,8,540,480,6,10.87,0.55,27.43,,normal,good,simulated
2026-07-15T05:00:00.000Z,T1,DEPARTURE-HALL,Departure Hall,783,2400,32.63,13,11,780,660,10,12.72,0.79,30.91,,normal,good,simulated
2026-07-15T05:00:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,464,1900,24.42,11,9,660,540,7,11.9,0.59,29.36,,normal,good,simulated
2026-07-15T05:00:00.000Z,T1,CHECKIN-A,Check-in Zone A,298,900,33.11,12,10,720,600,45,12.31,3.66,30.13,8,normal,good,simulated
2026-07-15T05:00:00.000Z,T1,CHECKIN-B,Check-in Zone B,203,900,22.56,11,9,660,540,30,11.61,2.58,28.82,8,normal,good,simulated
2026-07-15T05:00:00.000Z,T1,SECURITY-01,Security Checkpoint,200,700,28.57,10,8,600,480,39,11.36,3.43,28.35,5,normal,good,simulated
2026-07-15T05:00:00.000Z,T1,IMMIGRATION-01,Immigration Hall,196,850,23.06,10,8,600,480,31,11.2,2.77,28.04,5,normal,good,simulated
2026-07-15T05:00:00.000Z,T1,GATE-AREA-A,Gate Area A,296,1100,26.91,11,9,660,540,8,11.77,0.68,29.13,,normal,good,simulated
2026-07-15T05:00:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,237,900,26.33,10,8,600,480,8,10.95,0.73,27.58,,normal,good,simulated
2026-07-15T05:10:00.000Z,T1,DEPARTURE-HALL,Departure Hall,730,2400,30.42,13,11,780,660,9,12.87,0.7,31.2,,normal,good,simulated
2026-07-15T05:10:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,513,1900,27,12,9,720,540,8,12.02,0.67,29.6,,normal,good,simulated
2026-07-15T05:10:00.000Z,T1,CHECKIN-A,Check-in Zone A,292,900,32.44,12,10,720,600,44,12.45,3.54,30.4,8,normal,good,simulated
2026-07-15T05:10:00.000Z,T1,CHECKIN-B,Check-in Zone B,209,900,23.22,11,9,660,540,31,11.73,2.64,29.04,8,normal,good,simulated
2026-07-15T05:10:00.000Z,T1,SECURITY-01,Security Checkpoint,209,700,29.86,11,9,660,540,40,11.47,3.49,28.56,5,normal,good,simulated
2026-07-15T05:10:00.000Z,T1,IMMIGRATION-01,Immigration Hall,184,850,21.65,10,8,600,480,29,11.3,2.57,28.24,5,normal,good,simulated
2026-07-15T05:10:00.000Z,T1,GATE-AREA-A,Gate Area A,330,1100,30,11,9,660,540,9,11.9,0.76,29.36,,normal,good,simulated
2026-07-15T05:10:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,212,900,23.56,10,8,600,480,7,11.05,0.63,27.76,,normal,good,simulated
2026-07-15T05:20:00.000Z,T1,DEPARTURE-HALL,Departure Hall,860,2400,35.83,14,11,840,660,11,13.05,0.84,31.54,,normal,good,simulated
2026-07-15T05:20:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,582,1900,30.63,12,10,720,600,9,12.17,0.74,29.88,,normal,good,simulated
2026-07-15T05:20:00.000Z,T1,CHECKIN-A,Check-in Zone A,277,900,30.78,13,10,780,600,42,12.61,3.33,30.71,8,normal,good,simulated
2026-07-15T05:20:00.000Z,T1,CHECKIN-B,Check-in Zone B,228,900,25.33,11,9,660,540,34,11.87,2.87,29.3,8,normal,good,simulated
2026-07-15T05:20:00.000Z,T1,SECURITY-01,Security Checkpoint,209,700,29.86,11,9,660,540,40,11.6,3.45,28.81,5,normal,good,simulated
2026-07-15T05:20:00.000Z,T1,IMMIGRATION-01,Immigration Hall,185,850,21.76,10,9,600,540,29,11.43,2.54,28.47,5,normal,good,simulated
2026-07-15T05:20:00.000Z,T1,GATE-AREA-A,Gate Area A,352,1100,32,12,10,720,600,10,12.04,0.83,29.63,,normal,good,simulated
2026-07-15T05:20:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,196,900,21.78,10,8,600,480,7,11.16,0.63,27.98,,normal,good,simulated
2026-07-15T05:30:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1240,2400,51.67,23,19,1380,1140,16,17.82,0.9,40.55,,normal,good,simulated
2026-07-15T05:30:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,793,1900,41.74,19,16,1140,960,13,16.11,0.81,37.33,,normal,good,simulated
2026-07-15T05:30:00.000Z,T1,CHECKIN-A,Check-in Zone A,405,900,45,21,17,1260,1020,61,16.97,3.59,38.94,11,normal,good,simulated
2026-07-15T05:30:00.000Z,T1,CHECKIN-B,Check-in Zone B,383,900,42.56,18,15,1080,900,57,15.52,3.67,36.2,11,normal,good,simulated
2026-07-15T05:30:00.000Z,T1,SECURITY-01,Security Checkpoint,291,700,41.57,17,14,1020,840,56,15,3.73,35.23,6,normal,good,simulated
2026-07-15T05:30:00.000Z,T1,IMMIGRATION-01,Immigration Hall,303,850,35.65,17,14,1020,840,48,14.66,3.27,34.58,6,normal,good,simulated
2026-07-15T05:30:00.000Z,T1,GATE-AREA-A,Gate Area A,520,1100,47.27,19,16,1140,960,14,15.86,0.88,36.84,,normal,good,simulated
2026-07-15T05:30:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,294,900,32.67,16,13,960,780,10,14.15,0.71,33.62,,normal,good,simulated
2026-07-15T05:40:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1202,2400,50.08,23,19,1380,1140,15,18.07,0.83,41.03,,normal,good,simulated
2026-07-15T05:40:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,868,1900,45.68,20,16,1200,960,14,16.32,0.86,37.72,,normal,good,simulated
2026-07-15T05:40:00.000Z,T1,CHECKIN-A,Check-in Zone A,455,900,50.56,21,18,1260,1080,68,17.2,3.95,39.37,11,normal,good,simulated
2026-07-15T05:40:00.000Z,T1,CHECKIN-B,Check-in Zone B,419,900,46.56,19,15,1140,900,63,15.71,4.01,36.56,11,normal,good,simulated
2026-07-15T05:40:00.000Z,T1,SECURITY-01,Security Checkpoint,276,700,39.43,18,15,1080,900,53,15.18,3.49,35.57,6,normal,good,simulated
2026-07-15T05:40:00.000Z,T1,IMMIGRATION-01,Immigration Hall,328,850,38.59,17,14,1020,840,52,14.83,3.51,34.91,6,normal,good,simulated
2026-07-15T05:40:00.000Z,T1,GATE-AREA-A,Gate Area A,514,1100,46.73,19,16,1140,960,14,16.06,0.87,37.22,,normal,good,simulated
2026-07-15T05:40:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,303,900,33.67,16,13,960,780,10,14.31,0.7,33.91,,normal,good,simulated
2026-07-15T05:50:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1193,2400,49.71,24,20,1440,1200,15,18.36,0.82,41.57,,normal,good,simulated
2026-07-15T05:50:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,931,1900,49,20,17,1200,1020,15,16.56,0.91,38.17,,normal,good,simulated
2026-07-15T05:50:00.000Z,T1,CHECKIN-A,Check-in Zone A,438,900,48.67,22,18,1320,1080,66,17.46,3.78,39.87,12,normal,good,simulated
2026-07-15T05:50:00.000Z,T1,CHECKIN-B,Check-in Zone B,385,900,42.78,19,16,1140,960,58,15.93,3.64,36.98,12,normal,good,simulated
2026-07-15T05:50:00.000Z,T1,SECURITY-01,Security Checkpoint,314,700,44.86,18,15,1080,900,61,15.39,3.96,35.95,7,normal,good,simulated
2026-07-15T05:50:00.000Z,T1,IMMIGRATION-01,Immigration Hall,360,850,42.35,17,14,1020,840,57,15.03,3.79,35.27,7,normal,good,simulated
2026-07-15T05:50:00.000Z,T1,GATE-AREA-A,Gate Area A,497,1100,45.18,20,16,1200,960,14,16.29,0.86,37.66,,normal,good,simulated
2026-07-15T05:50:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,324,900,36,16,13,960,780,11,14.49,0.76,34.25,,normal,good,simulated
2026-07-15T06:00:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1221,2400,50.88,24,20,1440,1200,15,18.69,0.8,42.18,,normal,good,simulated
2026-07-15T06:00:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,973,1900,51.21,21,17,1260,1020,15,16.83,0.89,38.67,,normal,good,simulated
2026-07-15T06:00:00.000Z,T1,CHECKIN-A,Check-in Zone A,430,900,47.78,22,19,1320,1140,65,17.76,3.66,40.43,12,normal,good,simulated
2026-07-15T06:00:00.000Z,T1,CHECKIN-B,Check-in Zone B,419,900,46.56,19,16,1140,960,63,16.18,3.89,37.45,12,normal,good,simulated
2026-07-15T06:00:00.000Z,T1,SECURITY-01,Security Checkpoint,298,700,42.57,18,15,1080,900,57,15.62,3.65,36.39,7,normal,good,simulated
2026-07-15T06:00:00.000Z,T1,IMMIGRATION-01,Immigration Hall,328,850,38.59,18,15,1080,900,52,15.25,3.41,35.69,7,normal,good,simulated
2026-07-15T06:00:00.000Z,T1,GATE-AREA-A,Gate Area A,473,1100,43,20,17,1200,1020,13,16.55,0.79,38.15,,normal,good,simulated
2026-07-15T06:00:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,356,900,39.56,17,14,1020,840,12,14.69,0.82,34.64,,normal,good,simulated
2026-07-15T06:10:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1285,2400,53.54,25,21,1500,1260,16,19.05,0.84,42.87,,normal,good,simulated
2026-07-15T06:10:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,991,1900,52.16,21,18,1260,1080,16,17.13,0.93,39.24,,normal,good,simulated
2026-07-15T06:10:00.000Z,T1,CHECKIN-A,Check-in Zone A,435,900,48.33,23,19,1380,1140,65,18.09,3.59,41.05,12,normal,good,simulated
2026-07-15T06:10:00.000Z,T1,CHECKIN-B,Check-in Zone B,444,900,49.33,20,17,1200,1020,67,16.45,4.07,37.97,12,normal,good,simulated
2026-07-15T06:10:00.000Z,T1,SECURITY-01,Security Checkpoint,288,700,41.14,19,16,1140,960,56,15.88,3.53,36.88,7,normal,good,simulated
2026-07-15T06:10:00.000Z,T1,IMMIGRATION-01,Immigration Hall,363,850,42.71,18,15,1080,900,58,15.49,3.74,36.15,7,normal,good,simulated
2026-07-15T06:10:00.000Z,T1,GATE-AREA-A,Gate Area A,537,1100,48.82,21,17,1260,1020,15,16.84,0.89,38.69,,normal,good,simulated
2026-07-15T06:10:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,322,900,35.78,17,14,1020,840,11,14.92,0.74,35.06,,normal,good,simulated
2026-07-15T06:20:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1381,2400,57.54,26,21,1560,1260,17,19.44,0.87,43.61,,elevated,good,simulated
2026-07-15T06:20:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,986,1900,51.89,22,18,1320,1080,16,17.45,0.92,39.85,,normal,good,simulated
2026-07-15T06:20:00.000Z,T1,CHECKIN-A,Check-in Zone A,454,900,50.44,24,20,1440,1200,68,18.45,3.69,41.73,12,normal,good,simulated
2026-07-15T06:20:00.000Z,T1,CHECKIN-B,Check-in Zone B,459,900,51,21,17,1260,1020,69,16.75,4.12,38.54,12,normal,good,simulated
2026-07-15T06:20:00.000Z,T1,SECURITY-01,Security Checkpoint,286,700,40.86,19,16,1140,960,55,16.16,3.4,37.41,7,normal,good,simulated
2026-07-15T06:20:00.000Z,T1,IMMIGRATION-01,Immigration Hall,391,850,46,19,16,1140,960,62,15.76,3.93,36.66,7,normal,good,simulated
2026-07-15T06:20:00.000Z,T1,GATE-AREA-A,Gate Area A,519,1100,47.18,21,18,1260,1080,14,17.15,0.82,39.29,,normal,good,simulated
2026-07-15T06:20:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,360,900,40,18,15,1080,900,12,15.16,0.79,35.53,,normal,good,simulated
2026-07-15T06:30:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1498,2400,62.42,26,22,1560,1320,19,19.86,0.96,44.41,,elevated,good,simulated
2026-07-15T06:30:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,962,1900,50.63,23,19,1380,1140,15,17.8,0.84,40.51,,normal,good,simulated
2026-07-15T06:30:00.000Z,T1,CHECKIN-A,Check-in Zone A,485,900,53.89,24,20,1440,1200,73,18.83,3.88,42.46,12,normal,good,simulated
2026-07-15T06:30:00.000Z,T1,CHECKIN-B,Check-in Zone B,461,900,51.22,21,18,1260,1080,69,17.08,4.04,39.15,12,normal,good,simulated
2026-07-15T06:30:00.000Z,T1,SECURITY-01,Security Checkpoint,294,700,42,20,17,1200,1020,57,16.46,3.46,37.98,7,normal,good,simulated
2026-07-15T06:30:00.000Z,T1,IMMIGRATION-01,Immigration Hall,409,850,48.12,19,16,1140,960,65,16.05,4.05,37.2,7,normal,good,simulated
2026-07-15T06:30:00.000Z,T1,GATE-AREA-A,Gate Area A,513,1100,46.64,22,18,1320,1080,14,17.49,0.8,39.93,,normal,good,simulated
2026-07-15T06:30:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,394,900,43.78,18,15,1080,900,13,15.43,0.84,36.03,,normal,good,simulated
2026-07-15T06:40:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1429,2400,59.54,27,23,1620,1380,18,20.31,0.89,45.26,,elevated,good,simulated
2026-07-15T06:40:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,927,1900,48.79,23,19,1380,1140,15,18.17,0.83,41.21,,normal,good,simulated
2026-07-15T06:40:00.000Z,T1,CHECKIN-A,Check-in Zone A,526,900,58.44,25,21,1500,1260,79,19.24,4.11,43.23,13,elevated,good,simulated
2026-07-15T06:40:00.000Z,T1,CHECKIN-B,Check-in Zone B,454,900,50.44,22,18,1320,1080,68,17.42,3.9,39.8,13,normal,good,simulated
2026-07-15T06:40:00.000Z,T1,SECURITY-01,Security Checkpoint,313,700,44.71,21,17,1260,1020,60,16.78,3.58,38.58,7,normal,good,simulated
2026-07-15T06:40:00.000Z,T1,IMMIGRATION-01,Immigration Hall,416,850,48.94,20,16,1200,960,66,16.35,4.04,37.77,7,normal,good,simulated
2026-07-15T06:40:00.000Z,T1,GATE-AREA-A,Gate Area A,521,1100,47.36,23,19,1380,1140,14,17.85,0.78,40.6,,normal,good,simulated
2026-07-15T06:40:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,419,900,46.56,19,15,1140,900,14,15.71,0.89,36.56,,normal,good,simulated
2026-07-15T06:50:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1544,2400,64.33,28,24,1680,1440,19,20.78,0.91,46.13,,elevated,good,simulated
2026-07-15T06:50:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,1046,1900,55.05,24,20,1440,1200,17,18.55,0.92,41.93,,elevated,good,simulated
2026-07-15T06:50:00.000Z,T1,CHECKIN-A,Check-in Zone A,499,900,55.44,26,22,1560,1320,75,19.66,3.81,44.03,13,elevated,good,simulated
2026-07-15T06:50:00.000Z,T1,CHECKIN-B,Check-in Zone B,439,900,48.78,22,19,1320,1140,66,17.78,3.71,40.47,13,normal,good,simulated
2026-07-15T06:50:00.000Z,T1,SECURITY-01,Security Checkpoint,340,700,48.57,21,18,1260,1080,66,17.11,3.86,39.21,7,normal,good,simulated
2026-07-15T06:50:00.000Z,T1,IMMIGRATION-01,Immigration Hall,412,850,48.47,20,17,1200,1020,65,16.66,3.9,38.37,7,normal,good,simulated
2026-07-15T06:50:00.000Z,T1,GATE-AREA-A,Gate Area A,546,1100,49.64,23,19,1380,1140,15,18.22,0.82,41.3,,normal,good,simulated
2026-07-15T06:50:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,431,900,47.89,19,16,1140,960,14,16,0.88,37.11,,normal,good,simulated
2026-07-15T07:00:00.000Z,T1,DEPARTURE-HALL,Departure Hall,1638,2400,68.25,29,24,1740,1440,20,21.25,0.94,47.02,,elevated,good,simulated
2026-07-15T07:00:00.000Z,T1,ARRIVAL-HALL,Arrival Hall,1023,1900,53.84,25,21,1500,1260,16,18.94,0.84,42.67,,normal,good,simulated
2026-07-15T07:00:00.000Z,T1,CHECKIN-A,Check-in Zone A,543,900,60.33,27,22,1620,1320,81,20.09,4.03,44.84,13,elevated,good,simulated
2026-07-15T07:00:00.000Z,T1,CHECKIN-B,Check-in Zone B,493,900,54.78,23,19,1380,1140,74,18.14,4.08,41.15,13,normal,good,simulated
2026-07-15T07:00:00.000Z,T1,SECURITY-01,Security Checkpoint,371,700,53,22,18,1320,1080,72,17.44,4.13,39.84,7,normal,good,simulated
2026-07-15T07:00:00.000Z,T1,IMMIGRATION-01,Immigration Hall,400,850,47.06,21,17,1260,1020,64,16.98,3.77,38.97,7,normal,good,simulated
2026-07-15T07:00:00.000Z,T1,GATE-AREA-A,Gate Area A,585,1100,53.18,24,20,1440,1200,16,18.6,0.86,42.02,,normal,good,simulated
2026-07-15T07:00:00.000Z,T1,BAGGAGE-CLAIM,Baggage Claim,432,900,48,20,16,1200,960,14,16.29,0.86,37.66,,normal,good,simulated
