timestamp,equipment_id,zone_name,status,zone_temp_c,zone_setpoint_c,zone_rh_percent,supply_air_temp_c,return_air_temp_c,supply_air_rh_percent,return_air_rh_percent,supply_airflow_cmh,fan_speed_percent,cooling_valve_percent,damper_position_percent,outdoor_air_percent,filter_dp_pa,co2_ppm,pm25_ug_m3,occupancy,sensor_quality,communication_status,data_age_seconds
2026-07-12T03:40:00+06:30,AHU-04,Baggage Claim,running,24.07,23.50,57.9,14.02,24.26,64.9,57.9,8143,50.9,36.9,25.0,21.3,163.6,454,9.5,26,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-05,VIP Lounge,running,22.32,22.00,57.5,14.50,22.73,64.5,57.5,3749,46.9,30.4,25.0,21.3,163.6,448,9.2,14,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-06,Immigration Hall,running,23.38,23.00,57.3,14.27,23.72,64.3,57.3,7173,47.8,32.0,25.0,21.3,169.8,454,7.8,26,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-01,Check-in Hall,running,23.42,23.00,57.7,14.43,23.89,64.7,57.7,8703,48.3,32.8,25.0,21.3,145.4,460,7.2,37,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-02,Departure Hall,running,23.06,22.50,56.4,14.39,23.37,63.4,56.4,10133,50.7,36.6,25.0,21.3,153.3,462,10.1,40,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-03,Arrival Hall,running,23.51,23.00,58.4,14.30,23.98,65.4,58.4,9733,49.9,35.3,25.0,21.3,157.4,458,8.4,32,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-04,Baggage Claim,running,23.80,23.50,55.2,14.32,24.15,62.2,55.2,7430,46.4,29.7,25.0,21.3,158.0,454,9.4,26,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-05,VIP Lounge,running,22.50,22.00,56.8,14.36,22.81,63.8,56.8,3970,49.6,34.9,25.0,21.3,167.0,448,10.9,14,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-06,Immigration Hall,running,23.25,23.00,57.5,14.48,23.46,64.5,57.5,6862,45.7,28.6,25.0,21.3,167.2,454,7.4,26,GOOD,online,0
2026-07-12T04:00:00+06:30,AHU-01,Check-in Hall,running,23.43,23.00,58.4,14.46,23.91,65.4,58.4,8735,48.5,33.1,25.0,21.3,145.7,461,7.8,39,GOOD,online,0
2026-07-12T04:00:00+06:30,AHU-02,Departure Hall,running,22.93,22.50,58.3,14.53,23.23,65.3,58.3,9707,48.5,33.1,25.0,21.3,150.7,463,7.2,42,GOOD,online,0
2026-07-12T04:00:00+06:30,AHU-03,Arrival Hall,running,23.26,23.00,57.0,14.33,23.46,64.0,57.0,8945,45.9,28.8,25.0,21.3,152.3,458,9.6,33,GOOD,online,0
2026-07-12T04:00:00+06:30,AHU-04,Baggage Claim,running,23.78,23.50,57.6,14.62,24.02,64.6,57.6,7374,46.1,29.2,25.0,21.3,157.6,455,10.3,28,GOOD,online,0
2026-07-12T04:00:00+06:30,AHU-05,VIP Lounge,running,22.39,22.00,58.0,14.45,22.63,65.0,58.0,3830,47.9,32.1,25.0,21.3,164.8,448,7.4,15,GOOD,online,0
2026-07-12T04:00:00+06:30,AHU-06,Immigration Hall,running,23.59,23.00,55.1,14.35,23.73,62.1,55.1,7684,51.2,37.5,25.0,21.3,174.0,455,8.2,28,GOOD,online,0
2026-07-12T04:10:00+06:30,AHU-01,Check-in Hall,running,23.57,23.00,58.4,14.40,23.89,65.4,58.4,9153,50.9,36.9,25.0,21.3,148.6,462,10.5,40,GOOD,online,0
2026-07-12T04:10:00+06:30,AHU-02,Departure Hall,running,22.85,22.50,57.4,14.37,23.34,64.4,57.4,9457,47.3,31.1,25.0,21.3,149.1,464,7.2,44,GOOD,online,0
2026-07-12T04:10:00+06:30,AHU-03,Arrival Hall,running,23.28,23.00,58.6,14.64,23.64,65.6,58.6,9013,46.2,29.4,25.0,21.3,152.8,459,10.5,35,GOOD,online,0
2026-07-12T04:10:00+06:30,AHU-04,Baggage Claim,running,24.02,23.50,55.0,14.07,24.38,62.0,55.0,7995,50.0,35.4,25.0,21.3,162.5,456,8.1,29,GOOD,online,0
2026-07-12T04:10:00+06:30,AHU-05,VIP Lounge,running,22.40,22.00,55.1,14.30,22.76,62.1,55.1,3852,48.2,32.5,25.0,21.3,165.2,448,7.9,15,GOOD,online,0
2026-07-12T04:10:00+06:30,AHU-06,Immigration Hall,running,23.36,23.00,55.6,14.26,23.59,62.6,55.6,7116,47.4,31.4,25.0,21.3,169.3,456,8.0,29,GOOD,online,0
2026-07-12T04:20:00+06:30,AHU-01,Check-in Hall,running,23.46,23.00,55.8,14.33,23.63,62.8,55.8,8830,49.1,34.0,25.0,21.3,146.3,463,9.2,42,GOOD,online,0
2026-07-12T04:20:00+06:30,AHU-02,Departure Hall,running,22.87,22.50,55.7,14.33,23.09,62.7,55.7,9527,47.6,31.7,25.0,21.3,149.5,465,7.0,46,GOOD,online,0
2026-07-12T04:20:00+06:30,AHU-03,Arrival Hall,running,23.28,23.00,55.0,14.63,23.65,62.0,55.0,8993,46.1,29.2,25.0,21.3,152.6,460,7.7,36,GOOD,online,0
2026-07-12T04:20:00+06:30,AHU-04,Baggage Claim,running,23.82,23.50,58.3,14.27,24.21,65.3,58.3,7499,46.9,30.4,25.0,21.3,158.6,456,9.3,30,GOOD,online,0
2026-07-12T04:20:00+06:30,AHU-05,VIP Lounge,running,22.57,22.00,56.8,14.16,23.03,63.8,56.8,4061,50.8,36.7,25.0,21.3,168.4,449,8.3,16,GOOD,online,0
2026-07-12T04:20:00+06:30,AHU-06,Immigration Hall,running,23.40,23.00,57.9,14.19,23.63,64.9,57.9,7210,48.1,32.4,25.0,21.3,170.1,456,8.4,30,GOOD,online,0
2026-07-12T04:30:00+06:30,AHU-01,Check-in Hall,running,23.53,23.00,57.6,14.25,23.85,64.6,57.6,9030,50.2,35.7,25.1,21.3,147.7,465,9.3,45,GOOD,online,0
2026-07-12T04:30:00+06:30,AHU-02,Departure Hall,running,23.09,22.50,58.4,14.36,23.20,65.4,58.4,10228,51.1,37.3,25.0,21.3,153.9,467,7.3,49,GOOD,online,0
2026-07-12T04:30:00+06:30,AHU-03,Arrival Hall,running,23.28,23.00,57.5,14.63,23.39,64.5,57.5,9007,46.2,29.3,25.0,21.3,152.7,461,7.2,39,GOOD,online,0
2026-07-12T04:30:00+06:30,AHU-04,Baggage Claim,running,23.87,23.50,56.4,14.29,24.26,63.4,56.4,7617,47.6,31.6,25.0,21.3,159.5,458,10.1,32,GOOD,online,0
2026-07-12T04:30:00+06:30,AHU-05,VIP Lounge,running,22.52,22.00,55.9,14.25,22.83,62.9,55.9,4008,50.1,35.6,25.0,21.3,167.6,449,9.7,17,GOOD,online,0
2026-07-12T04:30:00+06:30,AHU-06,Immigration Hall,running,23.30,23.00,57.0,14.39,23.60,64.0,57.0,6969,46.5,29.8,25.0,21.3,168.1,458,8.7,32,GOOD,online,0
2026-07-12T04:40:00+06:30,AHU-01,Check-in Hall,running,23.36,23.00,58.3,14.45,23.70,65.3,58.3,8542,47.5,31.4,25.1,21.3,144.3,466,8.3,48,GOOD,online,0
2026-07-12T04:40:00+06:30,AHU-02,Departure Hall,running,23.10,22.50,58.3,14.32,23.51,65.3,58.3,10255,51.3,37.5,25.1,21.3,154.1,469,7.5,52,GOOD,online,0
2026-07-12T04:40:00+06:30,AHU-03,Arrival Hall,running,23.25,23.00,57.0,14.41,23.42,64.0,57.0,8918,45.7,28.6,25.0,21.3,152.2,463,8.7,41,GOOD,online,0
2026-07-12T04:40:00+06:30,AHU-04,Baggage Claim,running,24.02,23.50,55.1,14.15,24.42,62.1,55.1,8010,50.1,35.6,25.0,21.3,162.6,459,8.0,34,GOOD,online,0
2026-07-12T04:40:00+06:30,AHU-05,VIP Lounge,running,22.49,22.00,55.1,14.23,22.96,62.1,55.1,3958,49.5,34.6,25.0,21.3,166.8,450,7.8,18,GOOD,online,0
2026-07-12T04:40:00+06:30,AHU-06,Immigration Hall,running,23.40,23.00,54.7,14.17,23.78,61.7,54.7,7222,48.1,32.5,25.0,21.3,170.2,459,9.5,34,GOOD,online,0
2026-07-12T04:50:00+06:30,AHU-01,Check-in Hall,running,23.44,23.00,58.1,14.27,23.80,65.1,58.1,8781,48.8,33.5,25.1,21.3,146.0,468,9.0,51,GOOD,online,0
2026-07-12T04:50:00+06:30,AHU-02,Departure Hall,running,22.81,22.50,55.7,14.50,22.93,62.7,55.7,9335,46.7,30.1,25.1,21.3,148.3,471,7.7,56,GOOD,online,0
2026-07-12T04:50:00+06:30,AHU-03,Arrival Hall,running,23.35,23.00,56.6,14.40,23.81,63.6,56.6,9215,47.3,31.1,25.0,21.3,154.1,464,9.1,44,GOOD,online,0
2026-07-12T04:50:00+06:30,AHU-04,Baggage Claim,running,24.06,23.50,56.7,14.27,24.33,63.7,56.7,8110,50.7,36.6,25.0,21.3,163.4,460,10.0,36,GOOD,online,0
2026-07-12T04:50:00+06:30,AHU-05,VIP Lounge,running,22.59,22.00,58.1,14.22,22.77,65.1,58.1,4094,51.2,37.4,25.0,21.3,169.0,450,7.6,19,GOOD,online,0
2026-07-12T04:50:00+06:30,AHU-06,Immigration Hall,running,23.32,23.00,57.7,14.62,23.69,64.7,57.7,7013,46.8,30.2,25.0,21.3,168.4,460,9.7,36,GOOD,online,0
2026-07-12T05:00:00+06:30,AHU-01,Check-in Hall,running,23.27,23.00,58.4,14.61,23.49,65.4,58.4,8276,46.0,29.0,25.1,21.3,142.5,470,8.1,54,GOOD,online,0
2026-07-12T05:00:00+06:30,AHU-02,Departure Hall,running,23.10,22.50,56.1,14.27,23.38,63.1,56.1,10262,51.3,37.6,25.1,21.3,154.1,473,7.8,60,GOOD,online,0
2026-07-12T05:00:00+06:30,AHU-03,Arrival Hall,running,23.44,23.00,56.4,14.42,23.63,63.4,56.4,9492,48.7,33.3,25.0,21.3,155.8,466,8.0,47,GOOD,online,0
2026-07-12T05:00:00+06:30,AHU-04,Baggage Claim,running,23.94,23.50,57.6,14.31,24.37,64.6,57.6,7809,48.8,33.6,25.0,21.3,161.0,461,10.2,39,GOOD,online,0
2026-07-12T05:00:00+06:30,AHU-05,VIP Lounge,running,22.57,22.00,58.4,14.07,22.86,65.4,58.4,4061,50.8,36.7,25.1,21.3,168.5,452,7.8,21,GOOD,online,0
2026-07-12T05:00:00+06:30,AHU-06,Immigration Hall,running,23.28,23.00,56.6,14.38,23.71,63.6,56.6,6928,46.2,29.3,25.1,21.3,167.7,461,10.3,39,GOOD,online,0
2026-07-12T05:10:00+06:30,AHU-01,Check-in Hall,running,23.48,23.00,56.0,14.36,23.63,63.0,56.0,8950,49.7,35.0,25.1,21.3,147.2,472,10.2,58,GOOD,online,0
2026-07-12T05:10:00+06:30,AHU-02,Departure Hall,running,22.84,22.50,56.3,14.31,23.14,63.3,56.3,9482,47.4,31.3,25.1,21.3,149.3,475,7.8,64,GOOD,online,0
2026-07-12T05:10:00+06:30,AHU-03,Arrival Hall,running,23.35,23.00,58.7,14.44,23.80,65.7,58.7,9280,47.6,31.6,25.1,21.3,154.5,468,9.5,50,GOOD,online,0
2026-07-12T05:10:00+06:30,AHU-04,Baggage Claim,running,24.06,23.50,57.2,14.08,24.22,64.2,57.2,8151,50.9,37.0,25.1,21.3,163.7,463,7.2,42,GOOD,online,0
2026-07-12T05:10:00+06:30,AHU-05,VIP Lounge,running,22.50,22.00,55.0,14.07,23.00,62.0,55.0,4001,50.0,35.5,25.1,21.3,167.5,452,8.0,22,GOOD,online,0
2026-07-12T05:10:00+06:30,AHU-06,Immigration Hall,running,23.60,23.00,57.8,14.04,23.77,64.8,57.8,7732,51.5,38.0,25.1,21.3,174.4,463,10.3,42,GOOD,online,0
2026-07-12T05:20:00+06:30,AHU-01,Check-in Hall,running,23.60,23.00,57.7,14.30,24.06,64.7,57.7,9333,51.9,38.5,25.1,21.3,149.8,475,8.3,63,GOOD,online,0
2026-07-12T05:20:00+06:30,AHU-02,Departure Hall,running,23.16,22.50,57.9,14.15,23.36,64.9,57.9,10574,52.9,40.1,25.1,21.3,156.1,478,7.9,69,GOOD,online,0
2026-07-12T05:20:00+06:30,AHU-03,Arrival Hall,running,23.67,23.00,56.2,13.91,24.07,63.2,56.2,10342,53.0,40.4,25.1,21.3,161.3,470,9.8,54,GOOD,online,0
2026-07-12T05:20:00+06:30,AHU-04,Baggage Claim,running,23.85,23.50,58.3,14.52,24.12,65.3,58.3,7677,48.0,32.2,25.1,21.3,160.0,465,7.4,45,GOOD,online,0
2026-07-12T05:20:00+06:30,AHU-05,VIP Lounge,running,22.57,22.00,57.1,14.10,22.70,64.1,57.1,4118,51.5,37.9,25.1,21.3,169.3,453,9.9,24,GOOD,online,0
2026-07-12T05:20:00+06:30,AHU-06,Immigration Hall,running,23.49,23.00,57.3,14.40,23.82,64.3,57.3,7528,50.2,35.8,25.1,21.3,172.7,465,8.1,45,GOOD,online,0
2026-07-12T05:30:00+06:30,AHU-01,Check-in Hall,running,23.55,23.00,58.1,14.18,23.81,65.1,58.1,9273,51.5,37.9,25.1,21.3,149.4,477,9.2,68,GOOD,online,0
2026-07-12T05:30:00+06:30,AHU-02,Departure Hall,running,23.03,22.50,59.2,14.10,23.51,66.2,59.2,10228,51.1,37.3,25.1,21.3,153.9,481,9.3,74,GOOD,online,0
2026-07-12T05:30:00+06:30,AHU-03,Arrival Hall,running,23.42,23.00,56.6,14.13,23.81,63.6,56.6,9630,49.4,34.5,25.1,21.3,156.7,472,10.1,58,GOOD,online,0
2026-07-12T05:30:00+06:30,AHU-04,Baggage Claim,running,24.09,23.50,58.3,13.95,24.33,65.3,58.3,8329,52.1,38.8,25.1,21.3,165.1,466,7.7,48,GOOD,online,0
2026-07-12T05:30:00+06:30,AHU-05,VIP Lounge,running,22.55,22.00,58.4,14.16,22.99,65.4,58.4,4113,51.4,37.8,25.1,21.3,169.3,454,9.8,26,GOOD,online,0
2026-07-12T05:30:00+06:30,AHU-06,Immigration Hall,running,23.51,23.00,57.7,14.25,23.76,64.7,57.7,7616,50.8,36.7,25.1,21.3,173.5,466,7.9,48,GOOD,online,0
2026-07-12T05:40:00+06:30,AHU-01,Check-in Hall,running,23.46,23.00,58.8,14.26,23.94,65.8,58.8,9059,50.3,36.0,25.1,21.3,147.9,480,10.7,73,GOOD,online,0
2026-07-12T05:40:00+06:30,AHU-02,Departure Hall,running,23.18,22.50,57.5,14.16,23.58,64.5,57.5,10766,53.8,41.7,25.1,21.3,157.3,484,10.7,80,GOOD,online,0
2026-07-12T05:40:00+06:30,AHU-03,Arrival Hall,running,23.45,23.00,58.9,14.16,23.93,65.9,58.9,9766,50.1,35.6,25.1,21.3,157.6,474,8.0,62,GOOD,online,0
2026-07-12T05:40:00+06:30,AHU-04,Baggage Claim,running,24.24,23.50,58.0,14.18,24.61,65.0,58.0,8757,54.7,43.1,25.1,21.3,168.4,469,10.3,52,GOOD,online,0
2026-07-12T05:40:00+06:30,AHU-05,VIP Lounge,running,22.74,22.00,56.8,13.88,23.08,63.8,56.8,4382,54.8,43.2,25.1,21.3,173.5,455,9.0,28,GOOD,online,0
2026-07-12T05:40:00+06:30,AHU-06,Immigration Hall,running,23.43,23.00,58.1,14.40,23.92,65.1,58.1,7478,49.9,35.2,25.1,21.3,172.3,469,9.4,52,GOOD,online,0
2026-07-12T05:50:00+06:30,AHU-01,Check-in Hall,running,23.78,23.00,55.6,14.04,23.93,62.6,55.6,10052,55.8,44.9,25.1,21.3,154.8,483,11.2,79,GOOD,online,0
2026-07-12T05:50:00+06:30,AHU-02,Departure Hall,running,23.21,22.50,59.3,13.98,23.32,66.3,59.3,10924,54.6,42.9,25.1,21.3,158.3,487,10.5,86,GOOD,online,0
2026-07-12T05:50:00+06:30,AHU-03,Arrival Hall,running,23.57,23.00,57.5,14.32,23.89,64.5,57.5,10225,52.4,39.4,25.1,21.3,160.5,477,10.1,68,GOOD,online,0
2026-07-12T05:50:00+06:30,AHU-04,Baggage Claim,running,24.32,23.50,59.2,13.85,24.59,66.2,59.2,9028,56.4,45.8,25.1,21.3,170.5,471,11.4,56,GOOD,online,0
2026-07-12T05:50:00+06:30,AHU-05,VIP Lounge,running,22.48,22.00,56.8,14.15,22.91,63.8,56.8,4078,51.0,37.1,25.1,21.3,168.7,456,9.5,30,GOOD,online,0
2026-07-12T05:50:00+06:30,AHU-06,Immigration Hall,running,23.62,23.00,56.6,13.97,23.89,63.6,56.6,7977,53.2,40.6,25.1,21.3,176.5,471,11.4,56,GOOD,online,0
2026-07-12T06:00:00+06:30,AHU-01,Check-in Hall,running,23.86,23.00,55.8,13.89,24.23,62.8,55.8,10327,57.4,47.4,25.1,21.3,156.7,487,11.1,85,GOOD,online,0
2026-07-12T06:00:00+06:30,AHU-02,Departure Hall,running,23.15,22.50,57.6,14.09,23.31,64.6,57.6,10786,53.9,41.8,25.1,21.3,157.4,491,11.0,93,GOOD,online,0
2026-07-12T06:00:00+06:30,AHU-03,Arrival Hall,running,23.56,23.00,58.8,13.92,23.81,65.8,58.8,10247,52.5,39.6,25.1,21.3,160.7,480,10.9,73,GOOD,online,0
2026-07-12T06:00:00+06:30,AHU-04,Baggage Claim,running,24.07,23.50,59.1,14.00,24.56,66.1,59.1,8436,52.7,39.9,25.1,21.3,165.9,474,10.4,61,GOOD,online,0
2026-07-12T06:00:00+06:30,AHU-05,VIP Lounge,running,22.77,22.00,57.3,14.12,23.26,64.3,57.3,4479,56.0,45.1,25.1,21.3,175.0,458,8.9,32,GOOD,online,0
2026-07-12T06:00:00+06:30,AHU-06,Immigration Hall,running,23.78,23.00,58.2,14.06,24.19,65.2,58.2,8418,56.1,45.4,25.1,21.3,180.1,474,8.5,61,GOOD,online,0
2026-07-12T06:10:00+06:30,AHU-01,Check-in Hall,running,23.76,23.00,56.9,14.00,23.93,63.9,56.9,10092,56.1,45.3,25.1,21.3,155.1,491,9.7,92,GOOD,online,0
2026-07-12T06:10:00+06:30,AHU-02,Departure Hall,running,23.43,22.50,58.8,13.68,23.78,65.8,58.8,11768,58.8,49.7,25.1,21.3,163.5,495,10.2,100,GOOD,online,0
2026-07-12T06:10:00+06:30,AHU-03,Arrival Hall,running,23.91,23.00,56.7,13.89,24.36,63.7,56.7,11395,58.4,49.1,25.1,21.3,168.0,483,9.4,78,GOOD,online,0
2026-07-12T06:10:00+06:30,AHU-04,Baggage Claim,running,24.21,23.50,56.0,13.93,24.57,63.0,56.0,8832,55.2,43.9,25.1,21.3,169.0,476,9.2,65,GOOD,online,0
2026-07-12T06:10:00+06:30,AHU-05,VIP Lounge,running,22.79,22.00,55.9,13.75,23.16,62.9,55.9,4529,56.6,46.2,25.1,21.3,175.8,459,10.9,35,GOOD,online,0
2026-07-12T06:10:00+06:30,AHU-06,Immigration Hall,running,23.65,23.00,56.0,13.90,24.04,63.0,56.0,8134,54.2,42.3,25.1,21.3,177.8,476,10.8,65,GOOD,online,0
2026-07-12T06:20:00+06:30,AHU-01,Check-in Hall,running,23.71,23.00,58.4,13.85,23.95,65.4,58.4,10015,55.6,44.6,25.1,21.3,154.6,494,12.3,99,GOOD,online,0
2026-07-12T06:20:00+06:30,AHU-02,Departure Hall,running,23.33,22.50,56.9,13.73,23.45,63.9,56.9,11498,57.5,47.6,25.1,21.3,161.9,499,11.7,108,GOOD,online,0
2026-07-12T06:20:00+06:30,AHU-03,Arrival Hall,running,23.98,23.00,59.9,13.76,24.24,66.9,59.9,11676,59.9,51.4,25.1,21.3,169.8,487,11.5,85,GOOD,online,0
2026-07-12T06:20:00+06:30,AHU-04,Baggage Claim,running,24.33,23.50,59.0,13.99,24.62,66.0,59.0,9205,57.5,47.6,25.1,21.3,171.9,478,11.7,70,GOOD,online,0
2026-07-12T06:20:00+06:30,AHU-05,VIP Lounge,running,22.72,22.00,57.0,14.11,23.03,64.0,57.0,4455,55.7,44.6,25.1,21.3,174.6,461,12.6,38,GOOD,online,0
2026-07-12T06:20:00+06:30,AHU-06,Immigration Hall,running,23.95,23.00,57.2,13.69,24.36,64.2,57.2,8913,59.4,50.7,25.1,21.3,184.3,478,10.5,70,GOOD,online,0
2026-07-12T06:30:00+06:30,AHU-01,Check-in Hall,running,23.91,23.00,56.5,13.71,24.33,63.5,56.5,10633,59.1,50.1,25.1,21.4,158.8,498,12.3,106,GOOD,online,0
2026-07-12T06:30:00+06:30,AHU-02,Departure Hall,running,23.24,22.50,58.3,13.91,23.73,65.3,58.3,11272,56.4,45.7,25.1,21.3,160.4,504,12.1,116,GOOD,online,0
2026-07-12T06:30:00+06:30,AHU-03,Arrival Hall,running,23.91,23.00,57.9,13.95,24.15,64.9,57.9,11511,59.0,50.0,25.1,21.3,168.8,490,9.1,91,GOOD,online,0
2026-07-12T06:30:00+06:30,AHU-04,Baggage Claim,running,24.31,23.50,59.4,13.87,24.80,66.4,59.4,9196,57.5,47.5,25.1,21.3,171.8,482,10.5,76,GOOD,online,0
2026-07-12T06:30:00+06:30,AHU-05,VIP Lounge,running,23.00,22.00,57.8,13.68,23.33,64.8,57.8,4845,60.6,52.5,25.1,21.3,180.7,462,9.3,40,GOOD,online,0
2026-07-12T06:30:00+06:30,AHU-06,Immigration Hall,running,24.04,23.00,57.5,13.71,24.46,64.5,57.5,9190,61.3,53.7,25.1,21.3,186.6,482,9.6,76,GOOD,online,0
2026-07-12T06:40:00+06:30,AHU-01,Check-in Hall,running,23.89,23.00,58.2,13.75,24.33,65.2,58.2,10631,59.1,50.1,25.1,21.4,158.8,503,12.7,114,GOOD,online,0
2026-07-12T06:40:00+06:30,AHU-02,Departure Hall,running,23.55,22.50,58.6,13.57,23.79,65.6,58.6,12332,61.7,54.3,25.1,21.4,167.1,509,13.1,125,GOOD,online,0
2026-07-12T06:40:00+06:30,AHU-03,Arrival Hall,running,23.96,23.00,57.3,13.50,24.24,64.3,57.3,11754,60.3,52.1,25.1,21.3,170.3,494,9.3,98,GOOD,online,0
2026-07-12T06:40:00+06:30,AHU-04,Baggage Claim,running,24.63,23.50,57.7,13.34,24.94,64.7,57.7,10084,63.0,56.5,25.1,21.3,178.8,485,9.8,81,GOOD,online,0
2026-07-12T06:40:00+06:30,AHU-05,VIP Lounge,running,22.94,22.00,60.0,13.58,23.24,67.0,60.0,4794,59.9,51.5,25.1,21.3,179.9,464,12.4,43,GOOD,online,0
2026-07-12T06:40:00+06:30,AHU-06,Immigration Hall,running,23.96,23.00,59.6,13.80,24.12,66.6,59.6,9021,60.1,51.8,25.1,21.3,185.2,485,10.9,81,GOOD,online,0
2026-07-12T06:50:00+06:30,AHU-01,Check-in Hall,running,24.10,23.00,57.7,13.67,24.32,64.7,57.7,11315,62.9,56.2,25.1,21.4,163.6,507,10.8,122,GOOD,online,0
2026-07-12T06:50:00+06:30,AHU-02,Departure Hall,running,23.40,22.50,58.2,13.77,23.69,65.2,58.2,11901,59.5,50.8,25.1,21.4,164.4,514,11.7,134,GOOD,online,0
2026-07-12T06:50:00+06:30,AHU-03,Arrival Hall,running,24.06,23.00,58.3,13.58,24.31,65.3,58.3,12112,62.1,55.0,25.1,21.3,172.6,498,11.8,105,GOOD,online,0
2026-07-12T06:50:00+06:30,AHU-04,Baggage Claim,running,24.57,23.50,60.3,13.67,24.87,67.3,60.3,9955,62.2,55.2,25.1,21.3,177.8,488,12.5,87,GOOD,online,0
2026-07-12T06:50:00+06:30,AHU-05,VIP Lounge,running,22.89,22.00,58.8,13.76,23.20,65.8,58.8,4746,59.3,50.5,25.1,21.3,179.2,466,12.8,47,GOOD,online,0
2026-07-12T06:50:00+06:30,AHU-06,Immigration Hall,running,24.14,23.00,59.6,13.51,24.58,66.6,59.6,9504,63.4,57.0,25.1,21.3,189.2,488,10.8,87,GOOD,online,0
2026-07-12T07:00:00+06:30,AHU-01,Check-in Hall,running,24.02,23.00,57.3,13.65,24.16,64.3,57.3,11119,61.8,54.5,25.1,21.4,162.2,512,9.9,131,GOOD,online,0
2026-07-12T07:00:00+06:30,AHU-02,Departure Hall,running,23.80,22.50,58.1,13.21,24.20,65.1,58.1,13267,66.3,61.8,25.1,21.4,172.9,519,12.9,143,GOOD,online,0
2026-07-12T07:00:00+06:30,AHU-03,Arrival Hall,running,24.02,23.00,57.6,13.44,24.14,64.6,57.6,12053,61.8,54.5,25.1,21.3,172.3,502,12.3,112,GOOD,online,0
2026-07-12T07:00:00+06:30,AHU-04,Baggage Claim,running,24.80,23.50,59.1,13.52,25.28,66.1,59.1,10614,66.3,61.8,25.1,21.3,182.9,491,11.1,93,GOOD,online,0
2026-07-12T07:00:00+06:30,AHU-05,VIP Lounge,running,23.01,22.00,60.5,13.58,23.29,67.5,60.5,4935,61.7,54.3,25.1,21.4,182.1,468,12.0,50,GOOD,online,0
2026-07-12T07:00:00+06:30,AHU-06,Immigration Hall,running,23.97,23.00,58.2,13.59,24.22,65.2,58.2,9147,61.0,53.2,25.1,21.4,186.2,491,10.9,93,GOOD,online,0
2026-07-12T07:10:00+06:30,AHU-01,Check-in Hall,running,24.29,23.00,59.8,13.22,24.40,66.8,59.8,11966,66.5,62.1,25.2,21.4,168.1,516,12.4,139,GOOD,online,0
2026-07-12T07:10:00+06:30,AHU-02,Departure Hall,running,23.76,22.50,60.1,13.19,24.23,67.1,60.1,13187,65.9,61.2,25.2,21.4,172.4,524,11.2,152,GOOD,online,0
2026-07-12T07:10:00+06:30,AHU-03,Arrival Hall,running,24.03,23.00,60.3,13.71,24.52,67.3,60.3,12132,62.2,55.2,25.1,21.4,172.8,505,13.4,119,GOOD,online,0
2026-07-12T07:10:00+06:30,AHU-04,Baggage Claim,running,24.71,23.50,57.8,13.41,25.13,64.8,57.8,10436,65.2,60.0,25.1,21.4,181.5,494,10.1,99,GOOD,online,0
2026-07-12T07:10:00+06:30,AHU-05,VIP Lounge,running,23.14,22.00,59.7,13.34,23.32,66.7,59.7,5117,64.0,58.0,25.1,21.4,185.0,469,10.6,53,GOOD,online,0
2026-07-12T07:10:00+06:30,AHU-06,Immigration Hall,running,24.29,23.00,59.4,13.17,24.71,66.4,59.4,9978,66.5,62.1,25.1,21.4,193.1,494,11.0,99,GOOD,online,0
2026-07-12T07:20:00+06:30,AHU-01,Check-in Hall,running,24.33,23.00,59.7,13.37,24.52,66.7,59.7,12136,67.4,63.6,25.2,21.4,169.3,521,12.5,148,GOOD,online,0
2026-07-12T07:20:00+06:30,AHU-02,Departure Hall,running,23.86,22.50,61.1,13.06,24.34,68.1,61.1,13576,67.9,64.3,25.2,21.4,174.9,529,12.9,162,GOOD,online,0
2026-07-12T07:20:00+06:30,AHU-03,Arrival Hall,running,24.18,23.00,57.9,13.43,24.44,64.9,57.9,12671,65.0,59.6,25.1,21.4,176.2,510,11.7,127,GOOD,online,0
2026-07-12T07:20:00+06:30,AHU-04,Baggage Claim,running,24.64,23.50,58.0,13.64,25.03,65.0,58.0,10302,64.4,58.7,25.1,21.4,180.5,498,13.0,105,GOOD,online,0
2026-07-12T07:20:00+06:30,AHU-05,VIP Lounge,running,23.41,22.00,58.3,13.06,23.57,65.3,58.3,5496,68.7,65.6,25.1,21.4,190.9,471,11.8,56,GOOD,online,0
2026-07-12T07:20:00+06:30,AHU-06,Immigration Hall,running,24.31,23.00,60.0,13.42,24.80,67.0,60.0,10056,67.0,63.0,25.1,21.4,193.8,498,13.9,105,GOOD,online,0
2026-07-12T07:30:00+06:30,AHU-01,Check-in Hall,running,24.26,23.00,57.5,13.17,24.61,64.5,57.5,11980,66.6,62.2,25.2,21.4,168.2,526,10.8,156,GOOD,online,0
2026-07-12T07:30:00+06:30,AHU-02,Departure Hall,running,23.71,22.50,58.2,13.24,24.06,65.2,58.2,13159,65.8,61.0,25.2,21.4,172.2,534,12.0,171,GOOD,online,0
