timestamp,equipment_id,equipment_type,status,load_percent,power_kw,motor_current_a,vibration_rms_mm_s,bearing_temp_c,motor_winding_temp_c,current_imbalance_percent,runtime_hours,start_count,health_score,failure_probability_percent,remaining_useful_life_days,alarm_code,sensor_quality,communication_status,data_age_seconds
2026-07-12T02:40:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.39,39.2,48.3,0.78,3425.67,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T02:40:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.51,38.8,48.3,1.10,3542.67,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T02:40:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.54,38.2,48.6,0.96,3659.67,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T02:50:00+06:30,CH-01,chiller,running,68.6,7.54,13.20,1.81,46.4,59.4,1.10,1202.83,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T02:50:00+06:30,CH-02,chiller,running,68.6,7.54,13.20,1.80,46.9,60.3,1.36,1319.83,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T02:50:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1436.83,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T02:50:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1553.83,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T02:50:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.99,46.1,58.7,1.32,1670.83,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T02:50:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,1.95,45.5,58.6,1.40,1787.83,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T02:50:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1904.83,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T02:50:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2021.83,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T02:50:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,2.02,46.3,57.9,1.16,2138.83,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T02:50:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,2.01,45.4,58.4,1.17,2255.83,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T02:50:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2372.83,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T02:50:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2489.83,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T02:50:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.68,45.1,56.9,1.15,2606.83,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T02:50:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2723.83,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T02:50:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2840.83,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T02:50:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2957.83,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.41,40.2,49.2,0.91,3074.83,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.67,39.0,49.9,0.84,3191.83,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.39,38.6,47.6,0.97,3308.83,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.54,37.3,47.9,1.02,3425.83,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.40,38.0,47.7,0.93,3542.83,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T02:50:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.43,39.5,49.9,0.92,3659.83,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T03:00:00+06:30,CH-01,chiller,running,68.7,7.56,13.23,1.80,47.0,58.6,1.11,1203.00,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T03:00:00+06:30,CH-02,chiller,running,68.7,7.56,13.23,1.78,45.4,58.7,1.36,1320.00,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T03:00:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1437.00,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T03:00:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1554.00,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T03:00:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.95,46.3,60.4,1.07,1671.00,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T03:00:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,2.00,45.2,57.9,1.10,1788.00,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T03:00:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1905.00,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T03:00:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2022.00,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T03:00:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,1.94,46.4,60.4,1.40,2139.00,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T03:00:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,1.96,46.1,58.9,1.37,2256.00,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T03:00:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2373.00,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T03:00:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2490.00,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T03:00:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.84,44.8,56.6,0.95,2607.00,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T03:00:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2724.00,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T03:00:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2841.00,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T03:00:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2958.00,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.47,40.0,49.1,0.79,3075.00,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.60,39.5,48.6,1.14,3192.00,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.49,37.2,49.1,1.06,3309.00,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.48,39.0,47.3,1.08,3426.00,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.64,38.8,48.1,1.10,3543.00,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T03:00:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.51,38.6,48.4,0.97,3660.00,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T03:10:00+06:30,CH-01,chiller,running,68.9,7.58,13.27,2.05,45.8,58.6,1.42,1203.17,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T03:10:00+06:30,CH-02,chiller,running,68.9,7.58,13.27,1.98,45.2,58.6,1.36,1320.17,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T03:10:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1437.17,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T03:10:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1554.17,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T03:10:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.79,45.8,59.7,1.32,1671.17,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T03:10:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,2.07,45.9,60.5,1.06,1788.17,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T03:10:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1905.17,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T03:10:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2022.17,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T03:10:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,2.01,46.1,59.4,1.11,2139.17,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T03:10:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,1.92,45.4,60.9,1.13,2256.17,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T03:10:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2373.17,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T03:10:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2490.17,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T03:10:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.78,43.4,56.5,0.95,2607.17,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T03:10:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2724.17,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T03:10:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2841.17,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T03:10:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2958.17,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.59,39.8,50.6,0.96,3075.17,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.55,40.1,51.5,0.90,3192.17,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.52,38.7,48.2,0.89,3309.17,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.62,38.0,47.1,0.73,3426.17,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.39,39.0,48.1,0.73,3543.17,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T03:10:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.46,39.4,50.2,1.02,3660.17,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T03:20:00+06:30,CH-01,chiller,running,69.2,7.62,13.33,1.86,46.3,60.3,1.07,1203.33,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T03:20:00+06:30,CH-02,chiller,running,69.2,7.62,13.33,2.00,47.1,60.4,1.28,1320.33,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T03:20:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1437.33,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T03:20:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1554.33,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T03:20:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.89,46.2,60.2,1.17,1671.33,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T03:20:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,1.85,45.8,59.6,1.03,1788.33,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T03:20:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1905.33,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T03:20:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2022.33,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T03:20:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,1.80,45.5,59.7,1.20,2139.33,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T03:20:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,1.91,46.1,60.8,1.37,2256.33,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T03:20:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2373.33,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T03:20:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2490.33,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T03:20:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.69,43.9,55.9,1.08,2607.33,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T03:20:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2724.33,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T03:20:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2841.33,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T03:20:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2958.33,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.60,39.0,50.7,0.99,3075.33,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.50,39.1,49.9,0.84,3192.33,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.45,37.6,47.9,1.01,3309.33,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.41,38.2,47.7,0.82,3426.33,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.39,37.9,49.3,0.96,3543.33,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T03:20:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.65,39.3,50.2,0.80,3660.33,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T03:30:00+06:30,CH-01,chiller,running,69.6,7.66,13.40,1.85,45.6,59.3,1.36,1203.50,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T03:30:00+06:30,CH-02,chiller,running,69.6,7.66,13.40,1.95,45.4,60.7,1.24,1320.50,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T03:30:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1437.50,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T03:30:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1554.50,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T03:30:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.83,46.7,59.0,1.18,1671.50,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T03:30:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,1.92,45.5,59.4,1.24,1788.50,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T03:30:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1905.50,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T03:30:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2022.50,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T03:30:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,1.85,45.9,60.1,1.40,2139.50,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T03:30:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,1.96,45.4,58.2,1.29,2256.50,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T03:30:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2373.50,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T03:30:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2490.50,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T03:30:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.71,44.7,56.4,1.32,2607.50,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T03:30:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2724.50,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T03:30:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2841.50,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T03:30:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2958.50,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.56,40.2,50.7,1.12,3075.50,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.68,39.3,50.1,1.12,3192.50,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.39,37.0,47.0,0.94,3309.50,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.37,38.3,48.5,0.74,3426.50,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.54,39.0,50.1,1.08,3543.50,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T03:30:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.46,38.9,49.0,1.02,3660.50,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T03:40:00+06:30,CH-01,chiller,running,70.0,7.69,13.47,1.83,46.6,60.5,1.29,1203.67,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T03:40:00+06:30,CH-02,chiller,running,70.0,7.69,13.47,2.01,45.9,59.0,1.41,1320.67,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T03:40:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1437.67,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T03:40:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1554.67,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T03:40:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.84,45.5,60.0,1.16,1671.67,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T03:40:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,1.82,46.8,58.7,1.22,1788.67,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T03:40:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1905.67,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T03:40:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2022.67,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T03:40:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,1.90,46.4,59.5,1.06,2139.67,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T03:40:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,2.06,45.6,58.3,1.21,2256.67,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T03:40:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2373.67,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T03:40:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2490.67,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T03:40:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.77,43.8,55.2,0.99,2607.67,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T03:40:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2724.67,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T03:40:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2841.67,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T03:40:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2958.67,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.63,39.1,50.8,0.77,3075.67,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.48,39.7,50.4,1.04,3192.67,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.44,38.4,49.0,0.75,3309.67,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.46,39.1,46.9,0.93,3426.67,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.47,38.8,47.6,0.71,3543.67,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T03:40:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.48,39.8,47.8,0.92,3660.67,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T03:50:00+06:30,CH-01,chiller,running,70.4,7.74,13.55,1.98,45.8,59.5,1.29,1203.83,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T03:50:00+06:30,CH-02,chiller,running,70.4,7.74,13.55,2.04,46.4,59.9,1.41,1320.83,296,97.6,1.34,822,,GOOD,online,0
2026-07-12T03:50:00+06:30,CH-03,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1437.83,312,97.5,1.36,821,,GOOD,online,0
2026-07-12T03:50:00+06:30,CH-04,chiller,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1554.83,328,97.5,1.38,821,,GOOD,online,0
2026-07-12T03:50:00+06:30,PCHWP-01,primary-chw-pump,running,69.0,3.79,6.64,1.93,46.9,58.9,1.12,1671.83,344,97.4,1.41,821,,GOOD,online,0
2026-07-12T03:50:00+06:30,PCHWP-02,primary-chw-pump,running,69.0,3.79,6.64,1.93,45.7,60.0,1.19,1788.83,360,97.4,1.43,821,,GOOD,online,0
2026-07-12T03:50:00+06:30,PCHWP-03,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,1905.83,376,97.4,1.45,820,,GOOD,online,0
2026-07-12T03:50:00+06:30,PCHWP-04,primary-chw-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2022.83,392,97.3,1.47,820,,GOOD,online,0
2026-07-12T03:50:00+06:30,CWP-01,condenser-water-pump,running,69.0,2.76,4.83,1.82,46.5,59.8,1.12,2139.83,408,97.3,1.49,820,,GOOD,online,0
2026-07-12T03:50:00+06:30,CWP-02,condenser-water-pump,running,69.0,2.76,4.83,2.05,45.8,58.9,1.05,2256.83,424,97.2,1.51,819,,GOOD,online,0
2026-07-12T03:50:00+06:30,CWP-03,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2373.83,440,97.2,1.53,819,,GOOD,online,0
2026-07-12T03:50:00+06:30,CWP-04,condenser-water-pump,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2490.83,456,97.2,1.56,819,,GOOD,online,0
2026-07-12T03:50:00+06:30,CT-01,cooling-tower,running,60.0,1.32,2.31,1.83,45.0,56.8,0.95,2607.83,472,97.1,1.58,818,,GOOD,online,0
2026-07-12T03:50:00+06:30,CT-02,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2724.83,488,97.1,1.60,818,,GOOD,online,0
2026-07-12T03:50:00+06:30,CT-03,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2841.83,504,97.1,1.62,818,,GOOD,online,0
2026-07-12T03:50:00+06:30,CT-04,cooling-tower,standby,0.0,0.00,0.00,0.00,29.0,32.0,0.00,2958.83,520,97.0,1.64,818,,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-01,ahu,running,37.5,3.00,5.25,1.41,39.7,50.8,0.88,3075.83,536,97.0,1.66,817,,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-02,ahu,running,39.0,3.12,5.46,1.71,38.8,49.0,0.98,3192.83,552,96.9,1.68,817,,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-03,ahu,running,31.5,2.52,4.41,1.45,38.8,47.9,0.75,3309.83,568,96.9,1.71,817,,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-04,ahu,running,33.0,2.64,4.62,1.43,37.9,49.2,0.94,3426.83,584,96.9,1.73,816,,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-05,ahu,running,34.5,2.76,4.83,1.63,37.8,47.5,0.82,3543.83,600,96.8,1.75,816,,GOOD,online,0
2026-07-12T03:50:00+06:30,AHU-06,ahu,running,36.0,2.88,5.04,1.63,39.3,48.7,1.03,3660.83,616,96.8,1.77,816,,GOOD,online,0
2026-07-12T04:00:00+06:30,CH-01,chiller,running,71.0,7.81,13.66,1.88,46.6,61.0,1.40,1204.00,280,97.6,1.32,822,,GOOD,online,0
2026-07-12T04:00:00+06:30,CH-02,chiller,running,71.0,7.81,13.66,1.97,46.5,58.8,1.10,1321.00,296,97.6,1.34,822,,GOOD,online,0
