timestamp,passenger_count,staff_count,active_flights,active_gates,outdoor_dry_bulb_c,outdoor_wet_bulb_c,outdoor_rh_percent,solar_load_percent,lighting_load_kw,equipment_load_kw,ventilation_load_kw,ahu_cooling_demand_percent,chw_supply_temp_c,chw_return_temp_c,calculated_cooling_load_kw,ahu_01_zone_temp_c,ahu_01_setpoint_c,ahu_01_cooling_valve_percent,ahu_02_zone_temp_c,ahu_02_setpoint_c,ahu_02_cooling_valve_percent,ahu_03_zone_temp_c,ahu_03_setpoint_c,ahu_03_cooling_valve_percent,ahu_04_zone_temp_c,ahu_04_setpoint_c,ahu_04_cooling_valve_percent,ahu_05_zone_temp_c,ahu_05_setpoint_c,ahu_05_cooling_valve_percent,ahu_06_zone_temp_c,ahu_06_setpoint_c,ahu_06_cooling_valve_percent,sensor_quality
2026-07-12T15:30:00+06:30,2300,240,11,8,33.9,26.2,65.0,60.9,30.0,23.8,35.6,100.0,7.2,14.0,243.8,25.73,23.0,100,25.01,22.5,100,25.89,23.0,100,25.98,23.5,100,25.06,22.0,100,25.84,23.0,100,GOOD
2026-07-12T15:40:00+06:30,2267,237,11,8,33.7,26.1,67.0,57.4,30.0,23.6,35.2,100.0,7.2,14.0,241.5,25.69,23.0,100,24.97,22.5,100,25.86,23.0,100,25.94,23.5,100,25.03,22.0,100,25.81,23.0,100,GOOD
2026-07-12T15:50:00+06:30,2233,235,11,8,33.5,26.0,68.0,53.7,30.0,23.4,34.8,100.0,7.2,14.0,239.2,25.66,23.0,100,24.94,22.5,100,25.82,23.0,100,25.91,23.5,100,24.99,22.0,100,25.77,23.0,100,GOOD
2026-07-12T16:00:00+06:30,2200,233,10,7,33.2,25.9,68.0,50.0,30.0,23.2,34.4,100.0,7.2,14.0,236.9,25.61,23.0,100,24.89,22.5,100,25.78,23.0,100,25.86,23.5,100,24.95,22.0,100,25.73,23.0,100,GOOD
2026-07-12T16:10:00+06:30,2250,236,11,8,33.0,25.8,69.0,46.2,30.0,23.5,35.0,100.0,7.2,14.0,239.3,25.59,23.0,100,24.87,22.5,100,25.75,23.0,100,25.84,23.5,100,24.92,22.0,100,25.7,23.0,100,GOOD
2026-07-12T16:20:00+06:30,2300,240,11,8,32.7,25.7,70.0,42.3,30.0,23.8,35.6,100.0,7.2,14.0,241.8,25.55,23.0,100,24.83,22.5,100,25.72,23.0,100,25.8,23.5,100,24.88,22.0,100,25.67,23.0,100,GOOD
2026-07-12T16:30:00+06:30,2350,243,11,8,32.4,25.6,71.0,38.3,30.0,24.1,36.2,100.0,7.2,14.0,244.2,25.51,23.0,100,24.8,22.5,100,25.68,23.0,100,25.77,23.5,100,24.85,22.0,100,25.63,23.0,100,GOOD
2026-07-12T16:40:00+06:30,2400,246,11,8,32.1,25.5,71.0,34.2,30.0,24.4,36.8,100.0,7.2,14.0,246.6,25.48,23.0,100,24.76,22.5,100,25.65,23.0,100,25.73,23.5,100,24.81,22.0,100,25.6,23.0,100,GOOD
2026-07-12T16:50:00+06:30,2450,249,11,8,31.8,25.4,72.0,30.1,30.0,24.7,37.4,100.0,7.2,14.0,249.0,25.44,23.0,100,24.73,22.5,100,25.61,23.0,100,25.69,23.5,100,24.78,22.0,100,25.56,23.0,100,GOOD
2026-07-12T17:00:00+06:30,2500,252,12,9,31.5,25.3,73.0,25.9,30.0,25.0,38.0,100.0,7.2,14.0,251.3,25.41,23.0,100,24.69,22.5,100,25.57,23.0,100,25.66,23.5,100,24.74,22.0,100,25.52,23.0,100,GOOD
2026-07-12T17:10:00+06:30,2550,256,12,9,31.2,25.2,74.0,21.6,30.0,25.3,38.6,100.0,7.2,14.0,253.6,25.37,23.0,100,24.65,22.5,100,25.54,23.0,100,25.62,23.5,100,24.7,22.0,100,25.49,23.0,100,GOOD
2026-07-12T17:20:00+06:30,2600,259,12,9,30.9,25.1,75.0,17.4,30.0,25.6,39.2,100.0,7.2,14.0,255.9,25.33,23.0,100,24.62,22.5,100,25.5,23.0,100,25.58,23.5,100,24.67,22.0,100,25.45,23.0,100,GOOD
2026-07-12T17:30:00+06:30,2650,262,12,9,30.6,25.0,75.0,13.1,30.0,25.9,39.8,100.0,7.2,14.0,258.2,25.29,23.0,100,24.58,22.5,100,25.46,23.0,100,25.55,23.5,100,24.63,22.0,100,25.41,23.0,100,GOOD
2026-07-12T17:40:00+06:30,2700,266,12,9,30.3,24.9,76.0,8.7,30.0,26.2,40.4,100.0,7.2,14.0,260.4,25.26,23.0,100,24.54,22.5,100,25.43,23.0,100,25.51,23.5,100,24.59,22.0,100,25.38,23.0,100,GOOD
2026-07-12T17:50:00+06:30,2750,269,13,9,30.0,24.8,77.0,4.4,30.0,26.5,41.0,100.0,7.2,14.0,262.7,25.22,23.0,100,24.5,22.5,100,25.39,23.0,100,25.47,23.5,100,24.56,22.0,100,25.34,23.0,100,GOOD
2026-07-12T18:00:00+06:30,2800,272,13,9,29.6,24.7,78.0,0.0,30.0,26.8,41.6,100.0,7.2,14.0,264.9,25.17,23.0,100,24.46,22.5,100,25.34,23.0,100,25.43,23.5,100,24.51,22.0,100,25.29,23.0,100,GOOD
2026-07-12T18:10:00+06:30,2708,266,12,9,29.3,24.6,78.0,0.0,30.0,26.3,40.5,100.0,7.2,14.0,259.9,25.13,23.0,100,24.42,22.5,100,25.3,23.0,100,25.38,23.5,100,24.47,22.0,100,25.25,23.0,100,GOOD
2026-07-12T18:20:00+06:30,2617,260,12,9,29.0,24.5,79.0,0.0,30.0,25.7,39.4,100.0,7.2,14.0,254.9,25.09,23.0,100,24.38,22.5,100,25.26,23.0,100,25.34,23.5,100,24.43,22.0,100,25.21,23.0,100,GOOD
2026-07-12T18:30:00+06:30,2525,254,12,9,28.7,24.4,79.0,0.0,30.0,25.2,38.3,100.0,7.2,14.0,249.9,25.05,23.0,100,24.33,22.5,100,25.22,23.0,100,25.3,23.5,100,24.39,22.0,100,25.17,23.0,100,GOOD
2026-07-12T18:40:00+06:30,2433,248,11,8,28.3,24.3,80.0,0.0,30.0,24.6,37.2,100.0,7.2,14.0,244.8,25.0,23.0,100,24.28,22.5,100,25.17,23.0,100,25.25,23.5,100,24.33,22.0,100,25.12,23.0,100,GOOD
2026-07-12T18:50:00+06:30,2342,242,11,8,28.0,24.2,80.0,0.0,30.0,24.1,36.1,100.0,7.2,14.0,239.8,24.96,23.0,100,24.24,22.5,100,25.13,23.0,100,25.21,23.5,100,24.29,22.0,100,25.08,23.0,100,GOOD
2026-07-12T19:00:00+06:30,2250,236,11,8,27.7,24.1,81.0,0.0,30.0,23.5,35.0,100.0,7.2,14.0,234.8,24.92,23.0,100,24.2,22.5,100,25.08,23.0,100,25.17,23.5,100,24.25,22.0,100,25.04,23.0,100,GOOD
2026-07-12T19:10:00+06:30,2158,230,10,7,27.3,24.1,81.0,0.0,30.0,23.0,33.9,100.0,7.2,14.0,229.8,24.87,23.0,100,24.15,22.5,100,25.03,23.0,100,25.12,23.5,100,24.2,22.0,100,24.98,23.0,100,GOOD
2026-07-12T19:20:00+06:30,2067,224,10,7,27.0,24.0,82.0,0.0,30.0,22.4,32.8,98.6,7.1,14.0,224.8,24.81,23.0,100,24.09,22.5,100,24.97,23.0,100,25.06,23.5,100,24.14,22.0,100,24.92,23.0,100,GOOD
2026-07-12T19:30:00+06:30,1975,218,10,7,27.0,24.0,82.0,0.0,30.0,21.9,31.7,90.7,7.1,13.7,217.0,24.7,23.0,100,23.98,22.5,100,24.86,23.0,100,24.94,23.5,100,24.02,22.0,100,24.8,23.0,100,GOOD
2026-07-12T19:40:00+06:30,1883,212,9,6,27.0,24.0,82.0,0.0,30.0,21.3,30.6,82.8,7.0,13.4,209.2,24.59,23.0,100,23.87,22.5,100,24.75,23.0,100,24.83,23.5,100,23.9,22.0,100,24.68,23.0,100,GOOD
2026-07-12T19:50:00+06:30,1792,206,9,6,27.0,24.0,82.0,0.0,30.0,20.8,29.5,75.2,7.0,13.1,201.4,24.49,23.0,96.3,23.76,22.5,93.9,24.64,23.0,100,24.71,23.5,96.8,23.79,22.0,100,24.56,23.0,100,GOOD
2026-07-12T20:00:00+06:30,1700,200,9,6,27.0,24.0,82.0,0.0,30.0,20.2,28.4,68.6,7.0,12.9,193.6,24.4,23.0,88.6,23.67,22.5,86.0,24.54,23.0,94.8,24.62,23.5,88.4,23.69,22.0,100,24.46,23.0,98.4,GOOD
2026-07-12T20:10:00+06:30,1608,195,8,6,27.0,24.0,82.0,0.0,30.0,19.7,27.3,65.9,7.0,12.8,185.8,24.35,23.0,85.3,23.62,22.5,82.6,24.5,23.0,91.4,24.57,23.5,84.9,23.64,22.0,97.4,24.41,23.0,94.7,GOOD
2026-07-12T20:20:00+06:30,1517,189,8,6,27.0,24.0,82.0,0.0,30.0,19.1,26.2,63.3,7.0,12.7,178.0,24.31,23.0,82.2,23.58,22.5,79.4,24.45,23.0,88.0,24.52,23.5,81.5,23.59,22.0,93.9,24.37,23.0,91.1,GOOD
2026-07-12T20:30:00+06:30,1425,183,7,5,27.0,24.0,82.0,0.0,30.0,18.6,25.1,60.7,7.0,12.6,170.2,24.27,23.0,79.0,23.54,22.5,76.1,24.41,23.0,84.7,24.48,23.5,78.1,23.55,22.0,90.4,24.32,23.0,87.6,GOOD
2026-07-12T20:40:00+06:30,1333,177,7,5,27.0,24.0,82.0,0.0,30.0,18.0,24.0,58.1,7.0,12.5,162.4,24.22,23.0,75.8,23.49,22.5,72.9,24.36,23.0,81.4,24.43,23.5,74.6,23.5,22.0,86.9,24.27,23.0,84.0,GOOD
2026-07-12T20:50:00+06:30,1242,171,7,5,27.0,24.0,82.0,0.0,30.0,17.5,22.9,55.5,7.0,12.4,154.6,24.18,23.0,72.6,23.45,22.5,69.6,24.32,23.0,78.0,24.39,23.5,71.2,23.45,22.0,83.4,24.22,23.0,80.4,GOOD
2026-07-12T21:00:00+06:30,1150,165,6,4,27.0,24.0,82.0,0.0,30.0,16.9,21.8,52.9,7.0,12.4,146.8,24.14,23.0,69.5,23.4,22.5,66.4,24.27,23.0,74.7,24.34,23.5,67.8,23.41,22.0,79.9,24.18,23.0,76.8,GOOD
2026-07-12T21:10:00+06:30,1058,159,6,4,27.0,24.0,82.0,0.0,30.0,16.3,20.7,50.2,7.0,12.3,139.0,24.09,23.0,66.2,23.36,22.5,63.0,24.23,23.0,71.2,24.29,23.5,64.3,23.36,22.0,76.3,24.13,23.0,73.1,GOOD
2026-07-12T21:20:00+06:30,967,153,6,4,27.0,24.0,82.0,0.0,30.0,15.8,19.6,47.6,7.0,12.2,131.2,24.05,23.0,63.0,23.32,22.5,59.8,24.18,23.0,67.9,24.25,23.5,60.9,23.31,22.0,72.8,24.08,23.0,69.5,GOOD
2026-07-12T21:30:00+06:30,875,147,5,4,27.0,24.0,82.0,0.0,30.0,15.3,18.5,45.0,7.0,12.1,123.4,24.01,23.0,59.9,23.27,22.5,56.5,24.14,23.0,64.6,24.2,23.5,57.4,23.27,22.0,69.3,24.03,23.0,66.0,GOOD
2026-07-12T21:40:00+06:30,783,141,5,4,27.0,24.0,82.0,0.0,30.0,14.7,17.4,42.4,7.0,12.0,115.6,23.96,23.0,56.7,23.23,22.5,53.3,24.09,23.0,61.2,24.16,23.5,54.0,23.22,22.0,65.8,23.99,23.0,62.4,GOOD
2026-07-12T21:50:00+06:30,692,135,5,4,27.0,24.0,82.0,0.0,30.0,14.2,16.3,39.8,7.0,11.9,107.8,23.92,23.0,53.5,23.18,22.5,50.0,24.05,23.0,57.9,24.11,23.5,50.6,23.17,22.0,62.3,23.94,23.0,58.8,GOOD
2026-07-12T22:00:00+06:30,600,129,4,3,27.0,24.0,82.0,0.0,16.0,13.6,15.2,37.1,7.0,11.8,86.0,23.88,23.0,50.2,23.14,22.5,46.6,24.0,23.0,54.5,24.06,23.5,47.1,23.13,22.0,58.7,23.89,23.0,55.1,GOOD
2026-07-12T22:10:00+06:30,571,127,4,3,27.0,24.0,82.0,0.0,16.0,13.4,14.9,36.3,7.0,11.8,83.5,23.86,23.0,49.3,23.13,22.5,45.6,23.99,23.0,53.4,24.05,23.5,46.0,23.11,22.0,57.6,23.87,23.0,54.0,GOOD
2026-07-12T22:20:00+06:30,542,125,4,3,27.0,24.0,82.0,0.0,16.0,13.3,14.5,35.5,7.0,11.7,81.0,23.85,23.0,48.3,23.11,22.5,44.6,23.97,23.0,52.4,24.04,23.5,45.0,23.1,22.0,56.5,23.86,23.0,52.9,GOOD
2026-07-12T22:30:00+06:30,513,123,4,3,27.0,24.0,82.0,0.0,16.0,13.1,14.2,34.7,7.0,11.7,78.6,23.84,23.0,47.3,23.1,22.5,43.6,23.96,23.0,51.4,24.02,23.5,43.9,23.08,22.0,55.5,23.85,23.0,51.8,GOOD
2026-07-12T22:40:00+06:30,483,121,4,3,27.0,24.0,82.0,0.0,16.0,12.9,13.8,33.8,7.0,11.7,76.1,23.82,23.0,46.2,23.08,22.5,42.5,23.94,23.0,50.2,24.01,23.5,42.7,23.07,22.0,54.3,23.83,23.0,50.6,GOOD
2026-07-12T22:50:00+06:30,454,120,4,3,27.0,24.0,82.0,0.0,16.0,12.7,13.5,33.0,7.0,11.7,73.6,23.81,23.0,45.2,23.07,22.5,41.5,23.93,23.0,49.2,23.99,23.5,41.7,23.05,22.0,53.2,23.81,23.0,49.5,GOOD
2026-07-12T23:00:00+06:30,425,118,4,3,27.0,24.0,82.0,0.0,16.0,12.6,13.1,32.1,7.0,11.6,71.1,23.79,23.0,44.1,23.05,22.5,40.4,23.92,23.0,48.1,23.98,23.5,40.5,23.04,22.0,52.0,23.8,23.0,48.2,GOOD
2026-07-12T23:10:00+06:30,396,116,4,3,27.0,24.0,82.0,0.0,16.0,12.4,12.8,31.3,7.0,11.6,68.6,23.78,23.0,43.2,23.04,22.5,39.4,23.9,23.0,47.0,23.96,23.5,39.5,23.02,22.0,50.9,23.78,23.0,47.1,GOOD
2026-07-12T23:20:00+06:30,367,114,3,2,27.0,24.0,82.0,0.0,16.0,12.2,12.4,30.5,7.0,11.6,66.2,23.77,23.0,42.2,23.03,22.5,38.4,23.89,23.0,46.0,23.95,23.5,38.4,23.01,22.0,49.8,23.77,23.0,46.0,GOOD
2026-07-12T23:30:00+06:30,338,112,3,2,27.0,24.0,82.0,0.0,16.0,12.0,12.1,29.7,7.0,11.5,63.7,23.75,23.0,41.2,23.01,22.5,37.4,23.87,23.0,45.0,23.93,23.5,37.4,22.99,22.0,48.7,23.75,23.0,44.9,GOOD
2026-07-12T23:40:00+06:30,308,110,3,2,27.0,24.0,82.0,0.0,16.0,11.8,11.7,28.8,7.0,11.5,61.2,23.74,23.0,40.1,23.0,22.5,36.3,23.86,23.0,43.8,23.92,23.5,36.2,22.98,22.0,47.5,23.74,23.0,43.7,GOOD
2026-07-12T23:50:00+06:30,279,108,3,2,27.0,24.0,82.0,0.0,16.0,11.7,11.3,28.0,7.0,11.5,58.7,23.73,23.0,39.1,22.99,22.5,35.3,23.85,23.0,42.8,23.9,23.5,35.1,22.96,22.0,46.5,23.72,23.0,42.6,GOOD
